Index,Currency,Country,Date,Price level (local),revenue,R t-1,R t-2,R t-3,R t-4,R t-5,DOW,TAX,after_holiday,afterAccidentDays
Israel TA-125,ILS,Israel,1993-10-31,237.25,0.0,0.012936555375288195,0.015610094527794615,-0.0023360442983214745,-0.005292826713713971,0.0,Sunday,0,0,0
Israel TA-125,ILS,Israel,1993-11-01,238.81,0.006575342465753435,0.0,0.012936555375288195,0.015610094527794615,-0.0023360442983214745,-0.005292826713713971,Monday,0,0,0
Israel TA-125,ILS,Israel,1993-11-03,242.17,0.014069762572756522,0.006575342465753435,0.0,0.012936555375288195,0.015610094527794615,-0.0023360442983214745,Wednesday,0,1,0
Israel TA-125,ILS,Israel,1993-11-04,250.06,0.0325804187141265,0.014069762572756522,0.006575342465753435,0.0,0.012936555375288195,0.015610094527794615,Thursday,0,0,0
Israel TA-125,ILS,Israel,1993-11-07,250.06,0.0,0.0325804187141265,0.014069762572756522,0.006575342465753435,0.0,0.012936555375288195,Sunday,0,0,0
Israel TA-125,ILS,Israel,1993-11-08,253.78,0.014876429656882344,0.0,0.0325804187141265,0.014069762572756522,0.006575342465753435,0.0,Monday,0,0,0
Israel TA-125,ILS,Israel,1993-11-09,253.35,-0.0016943809598865428,0.014876429656882344,0.0,0.0325804187141265,0.014069762572756522,0.006575342465753435,Tuesday,0,0,0
Israel TA-125,ILS,Israel,1993-11-10,254.45,0.0043418196171304295,-0.0016943809598865428,0.014876429656882344,0.0,0.0325804187141265,0.014069762572756522,Wednesday,0,0,0
Israel TA-125,ILS,Israel,1993-11-11,251.34,-0.01222244055806636,0.0043418196171304295,-0.0016943809598865428,0.014876429656882344,0.0,0.0325804187141265,Thursday,0,0,0
Israel TA-125,ILS,Israel,1993-11-14,251.34,0.0,-0.01222244055806636,0.0043418196171304295,-0.0016943809598865428,0.014876429656882344,0.0,Sunday,0,0,0
Israel TA-125,ILS,Israel,1993-11-15,250.06,-0.005092703111323311,0.0,-0.01222244055806636,0.0043418196171304295,-0.0016943809598865428,0.014876429656882344,Monday,0,0,0
Israel TA-125,ILS,Israel,1993-11-16,251.52,0.005838598736303319,-0.005092703111323311,0.0,-0.01222244055806636,0.0043418196171304295,-0.0016943809598865428,Tuesday,0,0,0
Israel TA-125,ILS,Israel,1993-11-17,249.6,-0.007633587786259605,0.005838598736303319,-0.005092703111323311,0.0,-0.01222244055806636,0.0043418196171304295,Wednesday,0,0,0
Israel TA-125,ILS,Israel,1993-11-18,247.86,-0.0069711538461537685,-0.007633587786259605,0.005838598736303319,-0.005092703111323311,0.0,-0.01222244055806636,Thursday,0,0,0
Israel TA-125,ILS,Israel,1993-11-21,247.86,0.0,-0.0069711538461537685,-0.007633587786259605,0.005838598736303319,-0.005092703111323311,0.0,Sunday,0,0,1
Israel TA-125,ILS,Israel,1993-11-22,250.69,0.011417735818607213,0.0,-0.0069711538461537685,-0.007633587786259605,0.005838598736303319,-0.005092703111323311,Monday,0,0,2
Israel TA-125,ILS,Israel,1993-11-23,248.2,-0.009932586062467625,0.011417735818607213,0.0,-0.0069711538461537685,-0.007633587786259605,0.005838598736303319,Tuesday,0,0,3
Israel TA-125,ILS,Israel,1993-11-24,249.16,0.0038678485092667526,-0.009932586062467625,0.011417735818607213,0.0,-0.0069711538461537685,-0.007633587786259605,Wednesday,0,0,0
Israel TA-125,ILS,Israel,1993-11-25,247.76,-0.005618879434901291,0.0038678485092667526,-0.009932586062467625,0.011417735818607213,0.0,-0.0069711538461537685,Thursday,0,0,0
Israel TA-125,ILS,Israel,1993-11-28,247.76,0.0,-0.005618879434901291,0.0038678485092667526,-0.009932586062467625,0.011417735818607213,0.0,Sunday,0,0,0
Israel TA-125,ILS,Israel,1993-11-29,239.61,-0.03289473684210517,0.0,-0.005618879434901291,0.0038678485092667526,-0.009932586062467625,0.011417735818607213,Monday,0,0,0
Israel TA-125,ILS,Israel,1993-11-30,240.91,0.005425483076666178,-0.03289473684210517,0.0,-0.005618879434901291,0.0038678485092667526,-0.009932586062467625,Tuesday,0,0,0
Israel TA-125,ILS,Israel,1993-12-01,236.28,-0.019218795400772055,0.005425483076666178,-0.03289473684210517,0.0,-0.005618879434901291,0.0038678485092667526,Wednesday,0,0,0
Israel TA-125,ILS,Israel,1993-12-02,237.2,0.003893685457931215,-0.019218795400772055,0.005425483076666178,-0.03289473684210517,0.0,-0.005618879434901291,Thursday,0,0,0
Israel TA-125,ILS,Israel,1993-12-05,237.2,0.0,0.003893685457931215,-0.019218795400772055,0.005425483076666178,-0.03289473684210517,0.0,Sunday,0,0,0
Israel TA-125,ILS,Israel,1993-12-06,241.77,0.019266441821247985,0.0,0.003893685457931215,-0.019218795400772055,0.005425483076666178,-0.03289473684210517,Monday,0,0,0
Israel TA-125,ILS,Israel,1993-12-07,239.61,-0.00893411093187739,0.019266441821247985,0.0,0.003893685457931215,-0.019218795400772055,0.005425483076666178,Tuesday,0,0,0
Israel TA-125,ILS,Israel,1993-12-08,239.01,-0.0025040691123075945,-0.00893411093187739,0.019266441821247985,0.0,0.003893685457931215,-0.019218795400772055,Wednesday,0,0,0
Israel TA-125,ILS,Israel,1993-12-09,242.37,0.014057989205472632,-0.0025040691123075945,-0.00893411093187739,0.019266441821247985,0.0,0.003893685457931215,Thursday,0,0,0
Israel TA-125,ILS,Israel,1993-12-12,242.37,0.0,0.014057989205472632,-0.0025040691123075945,-0.00893411093187739,0.019266441821247985,0.0,Sunday,0,0,0
Israel TA-125,ILS,Israel,1993-12-13,240.32,-0.008458142509386523,0.0,0.014057989205472632,-0.0025040691123075945,-0.00893411093187739,0.019266441821247985,Monday,0,0,0
Israel TA-125,ILS,Israel,1993-12-14,243.29,0.012358521970705721,-0.008458142509386523,0.0,0.014057989205472632,-0.0025040691123075945,-0.00893411093187739,Tuesday,0,0,0
Israel TA-125,ILS,Israel,1993-12-15,242.37,-0.0037814953347855957,0.012358521970705721,-0.008458142509386523,0.0,0.014057989205472632,-0.0025040691123075945,Wednesday,0,0,0
Israel TA-125,ILS,Israel,1993-12-16,244.86,0.010273548706523122,-0.0037814953347855957,0.012358521970705721,-0.008458142509386523,0.0,0.014057989205472632,Thursday,0,0,0
Israel TA-125,ILS,Israel,1993-12-19,244.86,0.0,0.010273548706523122,-0.0037814953347855957,0.012358521970705721,-0.008458142509386523,0.0,Sunday,0,0,0
Israel TA-125,ILS,Israel,1993-12-20,242.73,-0.008698848321489929,0.0,0.010273548706523122,-0.0037814953347855957,0.012358521970705721,-0.008458142509386523,Monday,0,0,0
Israel TA-125,ILS,Israel,1993-12-21,246.25,0.014501709718617436,-0.008698848321489929,0.0,0.010273548706523122,-0.0037814953347855957,0.012358521970705721,Tuesday,0,0,0
Israel TA-125,ILS,Israel,1993-12-22,248.6,0.009543147208121805,0.014501709718617436,-0.008698848321489929,0.0,0.010273548706523122,-0.0037814953347855957,Wednesday,0,0,0
Israel TA-125,ILS,Israel,1993-12-23,250.72,0.008527755430410316,0.009543147208121805,0.014501709718617436,-0.008698848321489929,0.0,0.010273548706523122,Thursday,0,0,0
Israel TA-125,ILS,Israel,1993-12-26,250.72,0.0,0.008527755430410316,0.009543147208121805,0.014501709718617436,-0.008698848321489929,0.0,Sunday,0,0,0
Israel TA-125,ILS,Israel,1993-12-27,252.49,0.007059668155711592,0.0,0.008527755430410316,0.009543147208121805,0.014501709718617436,-0.008698848321489929,Monday,0,0,0
Israel TA-125,ILS,Israel,1993-12-28,246.23,-0.024793061111331217,0.007059668155711592,0.0,0.008527755430410316,0.009543147208121805,0.014501709718617436,Tuesday,0,0,0
Israel TA-125,ILS,Israel,1993-12-29,248.54,0.009381472606912246,-0.024793061111331217,0.007059668155711592,0.0,0.008527755430410316,0.009543147208121805,Wednesday,0,0,0
Israel TA-125,ILS,Israel,1993-12-30,247.67,-0.003500442584694635,0.009381472606912246,-0.024793061111331217,0.007059668155711592,0.0,0.008527755430410316,Thursday,0,0,0
Israel TA-125,ILS,Israel,1994-01-02,247.67,0.0,-0.003500442584694635,0.009381472606912246,-0.024793061111331217,0.007059668155711592,0.0,Sunday,1,0,0
Israel TA-125,ILS,Israel,1994-01-03,253.55,0.023741268623571787,0.0,-0.003500442584694635,0.009381472606912246,-0.024793061111331217,0.007059668155711592,Monday,1,0,1
Israel TA-125,ILS,Israel,1994-01-04,253.21,-0.0013409583908499444,0.023741268623571787,0.0,-0.003500442584694635,0.009381472606912246,-0.024793061111331217,Tuesday,1,0,2
Israel TA-125,ILS,Israel,1994-01-05,255.73,0.009952213577662737,-0.0013409583908499444,0.023741268623571787,0.0,-0.003500442584694635,0.009381472606912246,Wednesday,1,0,3
Israel TA-125,ILS,Israel,1994-01-06,252.93,-0.010949047823876679,0.009952213577662737,-0.0013409583908499444,0.023741268623571787,0.0,-0.003500442584694635,Thursday,0,0,0
Israel TA-125,ILS,Israel,1994-01-09,252.93,0.0,-0.010949047823876679,0.009952213577662737,-0.0013409583908499444,0.023741268623571787,0.0,Sunday,0,0,0
Israel TA-125,ILS,Israel,1994-01-10,251.26,-0.006602617324951631,0.0,-0.010949047823876679,0.009952213577662737,-0.0013409583908499444,0.023741268623571787,Monday,0,0,0
Israel TA-125,ILS,Israel,1994-01-11,254.24,0.011860224468677936,-0.006602617324951631,0.0,-0.010949047823876679,0.009952213577662737,-0.0013409583908499444,Tuesday,0,0,0
Israel TA-125,ILS,Israel,1994-01-12,254.74,0.0019666456891126493,0.011860224468677936,-0.006602617324951631,0.0,-0.010949047823876679,0.009952213577662737,Wednesday,0,0,0
Israel TA-125,ILS,Israel,1994-01-13,254.84,0.00039255711706050997,0.0019666456891126493,0.011860224468677936,-0.006602617324951631,0.0,-0.010949047823876679,Thursday,0,0,0
Israel TA-125,ILS,Israel,1994-01-16,254.84,0.0,0.00039255711706050997,0.0019666456891126493,0.011860224468677936,-0.006602617324951631,0.0,Sunday,0,0,0
Israel TA-125,ILS,Israel,1994-01-17,254.38,-0.00180505415162458,0.0,0.00039255711706050997,0.0019666456891126493,0.011860224468677936,-0.006602617324951631,Monday,0,0,0
Israel TA-125,ILS,Israel,1994-01-18,251.94,-0.009591949052598466,-0.00180505415162458,0.0,0.00039255711706050997,0.0019666456891126493,0.011860224468677936,Tuesday,0,0,0
Israel TA-125,ILS,Israel,1994-01-19,252.98,0.004127966976264158,-0.009591949052598466,-0.00180505415162458,0.0,0.00039255711706050997,0.0019666456891126493,Wednesday,0,0,0
Israel TA-125,ILS,Israel,1994-01-20,247.58,-0.021345560913906148,0.004127966976264158,-0.009591949052598466,-0.00180505415162458,0.0,0.00039255711706050997,Thursday,0,0,0
Israel TA-125,ILS,Israel,1994-01-23,247.58,0.0,-0.021345560913906148,0.004127966976264158,-0.009591949052598466,-0.00180505415162458,0.0,Sunday,0,0,0
Israel TA-125,ILS,Israel,1994-01-24,242.58,-0.020195492366103886,0.0,-0.021345560913906148,0.004127966976264158,-0.009591949052598466,-0.00180505415162458,Monday,0,0,0
Israel TA-125,ILS,Israel,1994-01-25,246.84,0.017561216918130063,-0.020195492366103886,0.0,-0.021345560913906148,0.004127966976264158,-0.009591949052598466,Tuesday,0,0,0
Israel TA-125,ILS,Israel,1994-01-26,251.64,0.019445794846864296,0.017561216918130063,-0.020195492366103886,0.0,-0.021345560913906148,0.004127966976264158,Wednesday,0,0,0
Israel TA-125,ILS,Israel,1994-01-27,255.9,0.016928946113495547,0.019445794846864296,0.017561216918130063,-0.020195492366103886,0.0,-0.021345560913906148,Thursday,0,0,0
Israel TA-125,ILS,Israel,1994-01-30,255.9,0.0,0.016928946113495547,0.019445794846864296,0.017561216918130063,-0.020195492366103886,0.0,Sunday,0,0,0
Israel TA-125,ILS,Israel,1994-01-31,254.42,-0.005783509183274788,0.0,0.016928946113495547,0.019445794846864296,0.017561216918130063,-0.020195492366103886,Monday,0,0,0
Israel TA-125,ILS,Israel,1994-02-01,251.8,-0.010297932552472197,-0.005783509183274788,0.0,0.016928946113495547,0.019445794846864296,0.017561216918130063,Tuesday,0,0,0
Israel TA-125,ILS,Israel,1994-02-02,249.93,-0.007426528991262925,-0.010297932552472197,-0.005783509183274788,0.0,0.016928946113495547,0.019445794846864296,Wednesday,0,0,0
Israel TA-125,ILS,Israel,1994-02-03,253.19,0.013043652222622297,-0.007426528991262925,-0.010297932552472197,-0.005783509183274788,0.0,0.016928946113495547,Thursday,0,0,0
Israel TA-125,ILS,Israel,1994-02-06,253.19,0.0,0.013043652222622297,-0.007426528991262925,-0.010297932552472197,-0.005783509183274788,0.0,Sunday,0,0,0
Israel TA-125,ILS,Israel,1994-02-07,242.77,-0.04115486393617437,0.0,0.013043652222622297,-0.007426528991262925,-0.010297932552472197,-0.005783509183274788,Monday,0,0,0
Israel TA-125,ILS,Israel,1994-02-08,244.42,0.0067965564114181205,-0.04115486393617437,0.0,0.013043652222622297,-0.007426528991262925,-0.010297932552472197,Tuesday,0,0,0
Israel TA-125,ILS,Israel,1994-02-09,235.87,-0.03498077080435309,0.0067965564114181205,-0.04115486393617437,0.0,0.013043652222622297,-0.007426528991262925,Wednesday,0,0,0
Israel TA-125,ILS,Israel,1994-02-10,240.22,0.018442362318226116,-0.03498077080435309,0.0067965564114181205,-0.04115486393617437,0.0,0.013043652222622297,Thursday,0,0,0
Israel TA-125,ILS,Israel,1994-02-13,240.22,0.0,0.018442362318226116,-0.03498077080435309,0.0067965564114181205,-0.04115486393617437,0.0,Sunday,0,0,0
Israel TA-125,ILS,Israel,1994-02-14,233.74,-0.02697527266672213,0.0,0.018442362318226116,-0.03498077080435309,0.0067965564114181205,-0.04115486393617437,Monday,0,0,0
Israel TA-125,ILS,Israel,1994-02-15,237.9,0.01779755283648497,-0.02697527266672213,0.0,0.018442362318226116,-0.03498077080435309,0.0067965564114181205,Tuesday,0,0,0
Israel TA-125,ILS,Israel,1994-02-16,240.38,0.010424548129466119,0.01779755283648497,-0.02697527266672213,0.0,0.018442362318226116,-0.03498077080435309,Wednesday,0,0,0
Israel TA-125,ILS,Israel,1994-02-17,227.42,-0.05391463516099512,0.010424548129466119,0.01779755283648497,-0.02697527266672213,0.0,0.018442362318226116,Thursday,0,0,0
Israel TA-125,ILS,Israel,1994-02-20,227.42,0.0,-0.05391463516099512,0.010424548129466119,0.01779755283648497,-0.02697527266672213,0.0,Sunday,0,0,0
Israel TA-125,ILS,Israel,1994-02-21,214.99,-0.054656582534517544,0.0,-0.05391463516099512,0.010424548129466119,0.01779755283648497,-0.02697527266672213,Monday,0,0,0
Israel TA-125,ILS,Israel,1994-02-22,227.15,0.05656077026838456,-0.054656582534517544,0.0,-0.05391463516099512,0.010424548129466119,0.01779755283648497,Tuesday,0,0,0
Israel TA-125,ILS,Israel,1994-02-23,227.68,0.0023332599603786094,0.05656077026838456,-0.054656582534517544,0.0,-0.05391463516099512,0.010424548129466119,Wednesday,0,0,0
Israel TA-125,ILS,Israel,1994-02-24,232.19,0.01980850316233306,0.0023332599603786094,0.05656077026838456,-0.054656582534517544,0.0,-0.05391463516099512,Thursday,0,0,0
Israel TA-125,ILS,Israel,1994-02-27,232.19,0.0,0.01980850316233306,0.0023332599603786094,0.05656077026838456,-0.054656582534517544,0.0,Sunday,0,0,0
Israel TA-125,ILS,Israel,1994-02-28,222.29,-0.04263749515483012,0.0,0.01980850316233306,0.0023332599603786094,0.05656077026838456,-0.054656582534517544,Monday,0,1,0
Israel TA-125,ILS,Israel,1994-03-01,228.81,0.029331054028521347,-0.04263749515483012,0.0,0.01980850316233306,0.0023332599603786094,0.05656077026838456,Tuesday,0,0,0
Israel TA-125,ILS,Israel,1994-03-02,225.22,-0.015689873694331558,0.029331054028521347,-0.04263749515483012,0.0,0.01980850316233306,0.0023332599603786094,Wednesday,0,0,0
Israel TA-125,ILS,Israel,1994-03-03,225.27,0.00022200515051954252,-0.015689873694331558,0.029331054028521347,-0.04263749515483012,0.0,0.01980850316233306,Thursday,0,0,0
Israel TA-125,ILS,Israel,1994-03-06,226.07,0.003551294002752177,0.00022200515051954252,-0.015689873694331558,0.029331054028521347,-0.04263749515483012,0.0,Sunday,0,0,0
Israel TA-125,ILS,Israel,1994-03-07,221.77,-0.019020657318529584,0.003551294002752177,0.00022200515051954252,-0.015689873694331558,0.029331054028521347,-0.04263749515483012,Monday,0,0,0
Israel TA-125,ILS,Israel,1994-03-08,221.11,-0.00297605627451863,-0.019020657318529584,0.003551294002752177,0.00022200515051954252,-0.015689873694331558,0.029331054028521347,Tuesday,0,0,0
Israel TA-125,ILS,Israel,1994-03-09,210.2,-0.04934195649224379,-0.00297605627451863,-0.019020657318529584,0.003551294002752177,0.00022200515051954252,-0.015689873694331558,Wednesday,0,0,0
Israel TA-125,ILS,Israel,1994-03-10,202.08,-0.038629876308277716,-0.04934195649224379,-0.00297605627451863,-0.019020657318529584,0.003551294002752177,0.00022200515051954252,Thursday,0,0,0
Israel TA-125,ILS,Israel,1994-03-13,202.08,0.0,-0.038629876308277716,-0.04934195649224379,-0.00297605627451863,-0.019020657318529584,0.003551294002752177,Sunday,0,0,0
Israel TA-125,ILS,Israel,1994-03-14,195.62,-0.031967537608867815,0.0,-0.038629876308277716,-0.04934195649224379,-0.00297605627451863,-0.019020657318529584,Monday,0,0,0
Israel TA-125,ILS,Israel,1994-03-15,208.82,0.06747776300991713,-0.031967537608867815,0.0,-0.038629876308277716,-0.04934195649224379,-0.00297605627451863,Tuesday,0,0,0
Israel TA-125,ILS,Israel,1994-03-16,212.81,0.019107365194904746,0.06747776300991713,-0.031967537608867815,0.0,-0.038629876308277716,-0.04934195649224379,Wednesday,0,0,0
Israel TA-125,ILS,Israel,1994-03-17,208.95,-0.01813824538320574,0.019107365194904746,0.06747776300991713,-0.031967537608867815,0.0,-0.038629876308277716,Thursday,0,0,0
Israel TA-125,ILS,Israel,1994-03-20,208.95,0.0,-0.01813824538320574,0.019107365194904746,0.06747776300991713,-0.031967537608867815,0.0,Sunday,0,0,0
Israel TA-125,ILS,Israel,1994-03-21,207.21,-0.008327351040918788,0.0,-0.01813824538320574,0.019107365194904746,0.06747776300991713,-0.031967537608867815,Monday,0,0,0
Israel TA-125,ILS,Israel,1994-03-22,200.77,-0.031079581101298187,-0.008327351040918788,0.0,-0.01813824538320574,0.019107365194904746,0.06747776300991713,Tuesday,0,0,0
Israel TA-125,ILS,Israel,1994-03-23,200.41,-0.0017930965781740979,-0.031079581101298187,-0.008327351040918788,0.0,-0.01813824538320574,0.019107365194904746,Wednesday,0,0,1
Israel TA-125,ILS,Israel,1994-03-24,199.79,-0.0030936580010977725,-0.0017930965781740979,-0.031079581101298187,-0.008327351040918788,0.0,-0.01813824538320574,Thursday,0,0,2
Israel TA-125,ILS,Israel,1994-03-27,199.79,0.0,-0.0030936580010977725,-0.0017930965781740979,-0.031079581101298187,-0.008327351040918788,0.0,Sunday,0,0,0
Israel TA-125,ILS,Israel,1994-03-28,212.68,0.06451774363081243,0.0,-0.0030936580010977725,-0.0017930965781740979,-0.031079581101298187,-0.008327351040918788,Monday,0,1,0
Israel TA-125,ILS,Israel,1994-03-29,213.13,0.0021158548053413044,0.06451774363081243,0.0,-0.0030936580010977725,-0.0017930965781740979,-0.031079581101298187,Tuesday,0,0,0
Israel TA-125,ILS,Israel,1994-03-30,210.87,-0.010603856801013424,0.0021158548053413044,0.06451774363081243,0.0,-0.0030936580010977725,-0.0017930965781740979,Wednesday,0,0,0
Israel TA-125,ILS,Israel,1994-03-31,208.07,-0.01327832313747812,-0.010603856801013424,0.0021158548053413044,0.06451774363081243,0.0,-0.0030936580010977725,Thursday,0,0,0
Israel TA-125,ILS,Israel,1994-04-03,208.07,0.0,-0.01327832313747812,-0.010603856801013424,0.0021158548053413044,0.06451774363081243,0.0,Sunday,0,1,0
Israel TA-125,ILS,Israel,1994-04-04,208.07,0.0,0.0,-0.01327832313747812,-0.010603856801013424,0.0021158548053413044,0.06451774363081243,Monday,0,0,0
Israel TA-125,ILS,Israel,1994-04-05,215.22,0.03436343538232328,0.0,0.0,-0.01327832313747812,-0.010603856801013424,0.0021158548053413044,Tuesday,0,0,0
Israel TA-125,ILS,Israel,1994-04-06,215.39,0.0007898894154817744,0.03436343538232328,0.0,0.0,-0.01327832313747812,-0.010603856801013424,Wednesday,0,0,0
Israel TA-125,ILS,Israel,1994-04-07,220.23,0.022470866799758595,0.0007898894154817744,0.03436343538232328,0.0,0.0,-0.01327832313747812,Thursday,0,0,0
Israel TA-125,ILS,Israel,1994-04-10,220.23,0.0,0.022470866799758595,0.0007898894154817744,0.03436343538232328,0.0,0.0,Sunday,0,0,0
Israel TA-125,ILS,Israel,1994-04-11,221.14,0.004132043772419727,0.0,0.022470866799758595,0.0007898894154817744,0.03436343538232328,0.0,Monday,0,0,0
Israel TA-125,ILS,Israel,1994-04-12,222.81,0.007551777154743674,0.004132043772419727,0.0,0.022470866799758595,0.0007898894154817744,0.03436343538232328,Tuesday,0,0,0
Israel TA-125,ILS,Israel,1994-04-17,222.81,0.0,0.007551777154743674,0.004132043772419727,0.0,0.022470866799758595,0.0007898894154817744,Sunday,0,0,0
Israel TA-125,ILS,Israel,1994-04-18,218.99,-0.017144652394416735,0.0,0.007551777154743674,0.004132043772419727,0.0,0.022470866799758595,Monday,0,0,0
Israel TA-125,ILS,Israel,1994-04-19,219.67,0.0031051646193889144,-0.017144652394416735,0.0,0.007551777154743674,0.004132043772419727,0.0,Tuesday,0,1,0
Israel TA-125,ILS,Israel,1994-04-20,216.56,-0.014157600036418198,0.0031051646193889144,-0.017144652394416735,0.0,0.007551777154743674,0.004132043772419727,Wednesday,0,0,0
Israel TA-125,ILS,Israel,1994-04-21,216.81,0.0011544144809752493,-0.014157600036418198,0.0031051646193889144,-0.017144652394416735,0.0,0.007551777154743674,Thursday,0,0,0
Israel TA-125,ILS,Israel,1994-04-24,216.81,0.0,0.0011544144809752493,-0.014157600036418198,0.0031051646193889144,-0.017144652394416735,0.0,Sunday,0,0,0
Israel TA-125,ILS,Israel,1994-04-25,215.52,-0.005949910059499064,0.0,0.0011544144809752493,-0.014157600036418198,0.0031051646193889144,-0.017144652394416735,Monday,0,0,0
Israel TA-125,ILS,Israel,1994-04-26,215.24,-0.0012991833704528635,-0.005949910059499064,0.0,0.0011544144809752493,-0.014157600036418198,0.0031051646193889144,Tuesday,0,0,1
