"Date","Price","Open","High","Low","Vol.","Change %"
"02/25/2002","6,094.3","6,094.3","6,094.3","6,094.3","","1.42%"
"02/22/2002","6,008.8","6,008.8","6,008.8","6,008.8","","0.83%"
"02/21/2002","5,959.1","5,959.1","5,959.1","5,959.1","","-0.98%"
"02/20/2002","6,017.9","6,017.9","6,017.9","6,017.9","","1.26%"
"02/19/2002","5,943.3","5,943.3","5,943.3","5,943.3","","-1.60%"
"02/15/2002","6,040.2","6,040.2","6,040.2","6,040.2","","-0.77%"
"02/14/2002","6,086.9","6,086.9","6,086.9","6,086.9","","-0.07%"
"02/13/2002","6,091.4","6,091.4","6,091.4","6,091.4","","0.81%"
"02/12/2002","6,042.7","6,042.7","6,042.7","6,042.7","","-0.21%"
"02/11/2002","6,055.4","6,055.4","6,055.4","6,055.4","","1.30%"
"02/08/2002","5,977.8","5,977.8","5,977.8","5,977.8","","1.41%"
"02/07/2002","5,894.8","5,894.8","5,894.8","5,894.8","","-0.06%"
"02/06/2002","5,898.1","5,898.1","5,898.1","5,898.1","","-0.50%"
"02/05/2002","5,927.6","5,927.6","5,927.6","5,927.6","","-0.36%"
"02/04/2002","5,949.2","5,949.2","5,949.2","5,949.2","","-2.28%"
"02/01/2002","6,087.9","6,087.9","6,087.9","6,087.9","","-0.47%"
"01/31/2002","6,116.9","6,116.9","6,116.9","6,116.9","","1.40%"
"01/30/2002","6,032.7","6,032.7","6,032.7","6,032.7","","0.99%"
"01/29/2002","5,973.4","5,973.4","5,973.4","5,973.4","","-2.54%"
"01/28/2002","6,128.9","6,128.9","6,128.9","6,128.9","","-0.08%"
"01/25/2002","6,133.8","6,133.8","6,133.8","6,133.8","","0.20%"
"01/24/2002","6,121.3","6,121.3","6,121.3","6,121.3","","0.22%"
"01/23/2002","6,107.6","6,107.6","6,107.6","6,107.6","","0.58%"
"01/22/2002","6,072.2","6,072.2","6,072.2","6,072.2","","-0.33%"
"01/18/2002","6,092.5","6,092.5","6,092.5","6,092.5","","-0.53%"
"01/17/2002","6,124.9","6,124.9","6,124.9","6,124.9","","0.71%"
"01/16/2002","6,081.6","6,081.6","6,081.6","6,081.6","","-1.28%"
"01/15/2002","6,160.6","6,160.6","6,160.6","6,160.6","","0.62%"
"01/14/2002","6,122.6","6,122.6","6,122.6","6,122.6","","-0.62%"
"01/11/2002","6,161.0","6,161.0","6,161.0","6,161.0","","-0.80%"
"01/10/2002","6,210.9","6,210.9","6,210.9","6,210.9","","0.06%"
"01/09/2002","6,207.4","6,207.4","6,207.4","6,207.4","","-0.45%"
"01/08/2002","6,235.4","6,235.4","6,235.4","6,235.4","","-0.58%"
"01/07/2002","6,271.8","6,271.8","6,271.8","6,271.8","","-0.57%"
"01/04/2002","6,308.0","6,308.0","6,308.0","6,308.0","","0.67%"
"01/03/2002","6,266.3","6,266.3","6,266.3","6,266.3","","0.35%"
"01/02/2002","6,244.2","6,244.2","6,244.2","6,244.2","","0.13%"
"12/31/2001","6,236.4","6,236.4","6,236.4","6,236.4","","-0.77%"
"12/28/2001","6,284.8","6,284.8","6,284.8","6,284.8","","0.39%"
"12/27/2001","6,260.5","6,260.5","6,260.5","6,260.5","","0.59%"
"12/26/2001","6,224.0","6,224.0","6,224.0","6,224.0","","0.44%"
"12/24/2001","6,196.7","6,196.7","6,196.7","6,196.7","","0.06%"
"12/21/2001","6,193.0","6,193.0","6,193.0","6,193.0","","0.42%"
"12/20/2001","6,167.2","6,167.2","6,167.2","6,167.2","","-0.32%"
"12/19/2001","6,186.9","6,186.9","6,186.9","6,186.9","","0.79%"
"12/18/2001","6,138.7","6,138.7","6,138.7","6,138.7","","0.82%"
"12/17/2001","6,088.9","6,088.9","6,088.9","6,088.9","","0.82%"
"12/14/2001","6,039.2","6,039.2","6,039.2","6,039.2","","0.33%"
"12/13/2001","6,019.3","6,019.3","6,019.3","6,019.3","","-1.06%"
"12/12/2001","6,084.0","6,084.0","6,084.0","6,084.0","","-0.12%"
"12/11/2001","6,091.6","6,091.6","6,091.6","6,091.6","","-0.37%"
"12/10/2001","6,114.3","6,114.3","6,114.3","6,114.3","","-1.52%"
"12/07/2001","6,208.8","6,208.8","6,208.8","6,208.8","","-0.45%"
"12/06/2001","6,236.9","6,236.9","6,236.9","6,236.9","","-0.25%"
"12/05/2001","6,252.5","6,252.5","6,252.5","6,252.5","","1.75%"
"12/04/2001","6,145.0","6,145.0","6,145.0","6,145.0","","1.02%"
"12/03/2001","6,083.0","6,083.0","6,083.0","6,083.0","","-0.69%"
"11/30/2001","6,125.0","6,125.0","6,125.0","6,125.0","","-0.08%"
"11/29/2001","6,130.1","6,130.1","6,130.1","6,130.1","","0.79%"
"11/28/2001","6,082.0","6,082.0","6,082.0","6,082.0","","-1.60%"
"11/27/2001","6,181.2","6,181.2","6,181.2","6,181.2","","-0.62%"
"11/26/2001","6,219.8","6,219.8","6,219.8","6,219.8","","0.41%"
"11/23/2001","6,194.3","6,194.3","6,194.3","6,194.3","","1.08%"
"11/21/2001","6,128.1","6,128.1","6,128.1","6,128.1","","-0.47%"
"11/20/2001","6,157.3","6,157.3","6,157.3","6,157.3","","-0.34%"
"11/19/2001","6,178.1","6,178.1","6,178.1","6,178.1","","0.94%"
"11/16/2001","6,120.4","6,120.4","6,120.4","6,120.4","","-0.16%"
"11/15/2001","6,130.5","6,130.5","6,130.5","6,130.5","","0.05%"
"11/14/2001","6,127.3","6,127.3","6,127.3","6,127.3","","0.20%"
"11/13/2001","6,114.9","6,114.9","6,114.9","6,114.9","","1.62%"
"11/12/2001","6,017.7","6,017.7","6,017.7","6,017.7","","-0.26%"
"11/09/2001","6,033.5","6,033.5","6,033.5","6,033.5","","0.09%"
"11/08/2001","6,027.8","6,027.8","6,027.8","6,027.8","","0.28%"
"11/07/2001","6,010.9","6,010.9","6,010.9","6,010.9","","-0.32%"
"11/06/2001","6,030.1","6,030.1","6,030.1","6,030.1","","1.15%"
"11/05/2001","5,961.4","5,961.4","5,961.4","5,961.4","","1.11%"
"11/02/2001","5,895.9","5,895.9","5,895.9","5,895.9","","0.29%"
"11/01/2001","5,878.6","5,878.6","5,878.6","5,878.6","","1.76%"
"10/31/2001","5,776.9","5,776.9","5,776.9","5,776.9","","-0.07%"
"10/30/2001","5,781.1","5,781.1","5,781.1","5,781.1","","-1.64%"
"10/29/2001","5,877.4","5,877.4","5,877.4","5,877.4","","-1.89%"
"10/26/2001","5,990.9","5,990.9","5,990.9","5,990.9","","0.64%"
"10/25/2001","5,952.6","5,952.6","5,952.6","5,952.6","","1.06%"
"10/24/2001","5,890.4","5,890.4","5,890.4","5,890.4","","-0.28%"
"10/23/2001","5,906.8","5,906.8","5,906.8","5,906.8","","-0.50%"
"10/22/2001","5,936.6","5,936.6","5,936.6","5,936.6","","1.29%"
"10/19/2001","5,861.2","5,861.2","5,861.2","5,861.2","","0.38%"
"10/18/2001","5,839.1","5,839.1","5,839.1","5,839.1","","-1.02%"
"10/17/2001","5,899.3","5,899.3","5,899.3","5,899.3","","-1.30%"
"10/16/2001","5,977.0","5,977.0","5,977.0","5,977.0","","0.61%"
"10/15/2001","5,940.5","5,940.5","5,940.5","5,940.5","","-0.03%"
"10/12/2001","5,942.2","5,942.2","5,942.2","5,942.2","","-0.67%"
"10/11/2001","5,982.5","5,982.5","5,982.5","5,982.5","","1.06%"
"10/10/2001","5,919.9","5,919.9","5,919.9","5,919.9","","2.05%"
"10/09/2001","5,801.1","5,801.1","5,801.1","5,801.1","","-0.10%"
"10/08/2001","5,806.7","5,806.7","5,806.7","5,806.7","","-0.95%"
"10/05/2001","5,862.1","5,862.1","5,862.1","5,862.1","","-0.07%"
"10/04/2001","5,866.1","5,866.1","5,866.1","5,866.1","","-0.25%"
"10/03/2001","5,880.6","5,880.6","5,880.6","5,880.6","","1.34%"
"10/02/2001","5,803.1","5,803.1","5,803.1","5,803.1","","1.25%"
"10/01/2001","5,731.5","5,731.5","5,731.5","5,731.5","","-0.33%"
"09/28/2001","5,750.4","5,750.4","5,750.4","5,750.4","","2.17%"
"09/27/2001","5,628.4","5,628.4","5,628.4","5,628.4","","1.47%"
"09/26/2001","5,546.6","5,546.6","5,546.6","5,546.6","","-0.27%"
"09/25/2001","5,561.7","5,561.7","5,561.7","5,561.7","","0.88%"
"09/24/2001","5,513.4","5,513.4","5,513.4","5,513.4","","3.41%"
"09/21/2001","5,331.4","5,331.4","5,331.4","5,331.4","","-1.94%"
"09/20/2001","5,436.6","5,436.6","5,436.6","5,436.6","","-2.87%"
"09/19/2001","5,597.5","5,597.5","5,597.5","5,597.5","","-1.67%"
"09/18/2001","5,692.6","5,692.6","5,692.6","5,692.6","","-0.67%"
"09/17/2001","5,730.9","5,730.9","5,730.9","5,730.9","","-4.59%"
"09/10/2001","6,006.7","6,006.7","6,006.7","6,006.7","","0.34%"
"09/07/2001","5,986.5","5,986.5","5,986.5","5,986.5","","-1.93%"
"09/06/2001","6,104.3","6,104.3","6,104.3","6,104.3","","-1.90%"
"09/05/2001","6,222.3","6,222.3","6,222.3","6,222.3","","-0.18%"
"09/04/2001","6,233.7","6,233.7","6,233.7","6,233.7","","0.29%"
"08/31/2001","6,215.7","6,215.7","6,215.7","6,215.7","","0.30%"
"08/30/2001","6,197.3","6,197.3","6,197.3","6,197.3","","-1.25%"
"08/29/2001","6,275.8","6,275.8","6,275.8","6,275.8","","-0.89%"
"08/28/2001","6,332.0","6,332.0","6,332.0","6,332.0","","-1.17%"
"08/27/2001","6,407.1","6,407.1","6,407.1","6,407.1","","-0.43%"
"08/24/2001","6,434.9","6,434.9","6,434.9","6,434.9","","1.28%"
"08/23/2001","6,353.6","6,353.6","6,353.6","6,353.6","","-0.15%"
"08/22/2001","6,362.9","6,362.9","6,362.9","6,362.9","","0.51%"
"08/21/2001","6,330.5","6,330.5","6,330.5","6,330.5","","-0.74%"
"08/20/2001","6,377.8","6,377.8","6,377.8","6,377.8","","0.67%"
"08/17/2001","6,335.6","6,335.6","6,335.6","6,335.6","","-1.18%"
"08/16/2001","6,411.5","6,411.5","6,411.5","6,411.5","","0.08%"
"08/15/2001","6,406.6","6,406.6","6,406.6","6,406.6","","-0.27%"
"08/14/2001","6,424.0","6,424.0","6,424.0","6,424.0","","-0.08%"
"08/13/2001","6,429.1","6,429.1","6,429.1","6,429.1","","-0.05%"
"08/10/2001","6,432.4","6,432.4","6,432.4","6,432.4","","0.67%"
"08/09/2001","6,389.3","6,389.3","6,389.3","6,389.3","","-0.03%"
"08/08/2001","6,391.0","6,391.0","6,391.0","6,391.0","","-1.32%"
"08/07/2001","6,476.4","6,476.4","6,476.4","6,476.4","","0.39%"
"08/06/2001","6,451.4","6,451.4","6,451.4","6,451.4","","-1.00%"
"08/03/2001","6,516.7","6,516.7","6,516.7","6,516.7","","-0.34%"
"08/02/2001","6,538.8","6,538.8","6,538.8","6,538.8","","0.20%"
"08/01/2001","6,525.6","6,525.6","6,525.6","6,525.6","","0.03%"
"07/31/2001","6,523.4","6,523.4","6,523.4","6,523.4","","0.50%"
"07/30/2001","6,490.7","6,490.7","6,490.7","6,490.7","","0.05%"
"07/27/2001","6,487.6","6,487.6","6,487.6","6,487.6","","0.26%"
"07/26/2001","6,470.9","6,470.9","6,470.9","6,470.9","","0.93%"
"07/25/2001","6,411.1","6,411.1","6,411.1","6,411.1","","1.37%"
"07/24/2001","6,324.4","6,324.4","6,324.4","6,324.4","","-1.70%"
"07/23/2001","6,433.9","6,433.9","6,433.9","6,433.9","","-1.33%"
"07/20/2001","6,520.7","6,520.7","6,520.7","6,520.7","","-0.12%"
"07/19/2001","6,528.6","6,528.6","6,528.6","6,528.6","","0.31%"
"07/18/2001","6,508.4","6,508.4","6,508.4","6,508.4","","-0.18%"
"07/17/2001","6,520.3","6,520.3","6,520.3","6,520.3","","0.83%"
"07/16/2001","6,466.7","6,466.7","6,466.7","6,466.7","","-0.74%"
"07/13/2001","6,515.1","6,515.1","6,515.1","6,515.1","","0.55%"
"07/12/2001","6,479.2","6,479.2","6,479.2","6,479.2","","1.58%"
"07/11/2001","6,378.3","6,378.3","6,378.3","6,378.3","","-0.45%"
"07/10/2001","6,406.9","6,406.9","6,406.9","6,406.9","","-0.98%"
"07/09/2001","6,470.0","6,470.0","6,470.0","6,470.0","","0.42%"
"07/06/2001","6,443.0","6,443.0","6,443.0","6,443.0","","-1.86%"
"07/05/2001","6,565.2","6,565.2","6,565.2","6,565.2","","-0.82%"
"07/03/2001","6,619.3","6,619.3","6,619.3","6,619.3","","-0.20%"
"07/02/2001","6,632.6","6,632.6","6,632.6","6,632.6","","0.89%"
"06/29/2001","6,574.3","6,574.3","6,574.3","6,574.3","","0.01%"
"06/28/2001","6,573.7","6,573.7","6,573.7","6,573.7","","0.93%"
"06/27/2001","6,513.4","6,513.4","6,513.4","6,513.4","","-0.46%"
"06/26/2001","6,543.2","6,543.2","6,543.2","6,543.2","","-0.21%"
"06/25/2001","6,557.1","6,557.1","6,557.1","6,557.1","","-0.84%"
"06/22/2001","6,612.5","6,612.5","6,612.5","6,612.5","","-0.91%"
"06/21/2001","6,672.9","6,672.9","6,672.9","6,672.9","","0.89%"
"06/20/2001","6,614.1","6,614.1","6,614.1","6,614.1","","0.76%"
"06/19/2001","6,564.1","6,564.1","6,564.1","6,564.1","","0.15%"
"06/18/2001","6,554.1","6,554.1","6,554.1","6,554.1","","-0.34%"
"06/15/2001","6,576.2","6,576.2","6,576.2","6,576.2","","-0.32%"
"06/14/2001","6,597.6","6,597.6","6,597.6","6,597.6","","-1.38%"
"06/13/2001","6,690.2","6,690.2","6,690.2","6,690.2","","-0.68%"
"06/12/2001","6,736.3","6,736.3","6,736.3","6,736.3","","-0.05%"
"06/11/2001","6,739.4","6,739.4","6,739.4","6,739.4","","-0.69%"
"06/08/2001","6,786.2","6,786.2","6,786.2","6,786.2","","-0.62%"
"06/07/2001","6,828.6","6,828.6","6,828.6","6,828.6","","0.12%"
"06/06/2001","6,820.6","6,820.6","6,820.6","6,820.6","","-1.07%"
"06/05/2001","6,894.4","6,894.4","6,894.4","6,894.4","","0.85%"
"06/04/2001","6,836.0","6,836.0","6,836.0","6,836.0","","0.58%"
"06/01/2001","6,796.9","6,796.9","6,796.9","6,796.9","","0.18%"
"05/31/2001","6,784.9","6,784.9","6,784.9","6,784.9","","0.56%"
"05/30/2001","6,747.2","6,747.2","6,747.2","6,747.2","","-1.09%"
"05/29/2001","6,821.3","6,821.3","6,821.3","6,821.3","","-0.31%"
"05/25/2001","6,842.6","6,842.6","6,842.6","6,842.6","","-0.90%"
"05/24/2001","6,904.4","6,904.4","6,904.4","6,904.4","","0.01%"
"05/23/2001","6,903.6","6,903.6","6,903.6","6,903.6","","-1.28%"
"05/22/2001","6,993.4","6,993.4","6,993.4","6,993.4","","-0.33%"
"05/21/2001","7,016.3","7,016.3","7,016.3","7,016.3","","0.98%"
"05/18/2001","6,948.5","6,948.5","6,948.5","6,948.5","","0.29%"
"05/17/2001","6,928.4","6,928.4","6,928.4","6,928.4","","0.39%"
"05/16/2001","6,901.8","6,901.8","6,901.8","6,901.8","","2.40%"
"05/15/2001","6,740.0","6,740.0","6,740.0","6,740.0","","0.14%"
"05/14/2001","6,730.5","6,730.5","6,730.5","6,730.5","","0.46%"
"05/11/2001","6,699.9","6,699.9","6,699.9","6,699.9","","-0.68%"
"05/10/2001","6,745.9","6,745.9","6,745.9","6,745.9","","0.27%"
"05/09/2001","6,728.0","6,728.0","6,728.0","6,728.0","","-0.03%"
"05/08/2001","6,730.3","6,730.3","6,730.3","6,730.3","","-0.39%"
"05/07/2001","6,756.8","6,756.8","6,756.8","6,756.8","","-0.16%"
"05/04/2001","6,767.7","6,767.7","6,767.7","6,767.7","","1.21%"
"05/03/2001","6,687.0","6,687.0","6,687.0","6,687.0","","-1.00%"
"05/02/2001","6,754.8","6,754.8","6,754.8","6,754.8","","-0.35%"
"05/01/2001","6,778.2","6,778.2","6,778.2","6,778.2","","0.98%"
"04/30/2001","6,712.5","6,712.5","6,712.5","6,712.5","","-0.44%"
"04/27/2001","6,742.2","6,742.2","6,742.2","6,742.2","","1.31%"
"04/26/2001","6,654.7","6,654.7","6,654.7","6,654.7","","0.94%"
"04/25/2001","6,592.7","6,592.7","6,592.7","6,592.7","","1.55%"
"04/24/2001","6,491.9","6,491.9","6,491.9","6,491.9","","-0.78%"
"04/23/2001","6,542.7","6,542.7","6,542.7","6,542.7","","-0.73%"
"04/20/2001","6,591.1","6,591.1","6,591.1","6,591.1","","-0.87%"
"04/19/2001","6,649.1","6,649.1","6,649.1","6,649.1","","0.45%"
"04/18/2001","6,619.4","6,619.4","6,619.4","6,619.4","","2.83%"
"04/17/2001","6,437.1","6,437.1","6,437.1","6,437.1","","1.07%"
"04/16/2001","6,368.8","6,368.8","6,368.8","6,368.8","","0.10%"
"04/12/2001","6,362.6","6,362.6","6,362.6","6,362.6","","1.13%"
"04/11/2001","6,291.4","6,291.4","6,291.4","6,291.4","","-0.80%"
"04/10/2001","6,342.4","6,342.4","6,342.4","6,342.4","","2.06%"
"04/09/2001","6,214.1","6,214.1","6,214.1","6,214.1","","0.80%"
"04/06/2001","6,164.8","6,164.8","6,164.8","6,164.8","","-1.61%"
"04/05/2001","6,265.5","6,265.5","6,265.5","6,265.5","","3.46%"
"04/04/2001","6,055.7","6,055.7","6,055.7","6,055.7","","0.11%"
"04/03/2001","6,049.0","6,049.0","6,049.0","6,049.0","","-2.92%"
"04/02/2001","6,231.0","6,231.0","6,231.0","6,231.0","","-1.07%"
"03/30/2001","6,298.4","6,298.4","6,298.4","6,298.4","","1.19%"
"03/29/2001","6,224.5","6,224.5","6,224.5","6,224.5","","-0.23%"
"03/28/2001","6,239.1","6,239.1","6,239.1","6,239.1","","-1.61%"
"03/27/2001","6,341.0","6,341.0","6,341.0","6,341.0","","2.16%"
"03/26/2001","6,206.9","6,206.9","6,206.9","6,206.9","","1.58%"
"03/23/2001","6,110.2","6,110.2","6,110.2","6,110.2","","2.03%"
"03/22/2001","5,988.4","5,988.4","5,988.4","5,988.4","","-1.53%"
"03/21/2001","6,081.4","6,081.4","6,081.4","6,081.4","","-1.94%"
"03/20/2001","6,201.9","6,201.9","6,201.9","6,201.9","","-1.61%"
"03/19/2001","6,303.7","6,303.7","6,303.7","6,303.7","","1.45%"
"03/16/2001","6,213.8","6,213.8","6,213.8","6,213.8","","-1.87%"
"03/15/2001","6,332.1","6,332.1","6,332.1","6,332.1","","0.86%"
"03/14/2001","6,278.3","6,278.3","6,278.3","6,278.3","","-2.56%"
"03/13/2001","6,443.0","6,443.0","6,443.0","6,443.0","","0.56%"
"03/12/2001","6,407.4","6,407.4","6,407.4","6,407.4","","-3.66%"
"03/09/2001","6,650.8","6,650.8","6,650.8","6,650.8","","-1.61%"
"03/08/2001","6,759.3","6,759.3","6,759.3","6,759.3","","0.56%"
"03/07/2001","6,721.8","6,721.8","6,721.8","6,721.8","","0.56%"
"03/06/2001","6,684.5","6,684.5","6,684.5","6,684.5","","0.53%"
"03/05/2001","6,649.3","6,649.3","6,649.3","6,649.3","","0.32%"
"03/02/2001","6,628.4","6,628.4","6,628.4","6,628.4","","0.28%"
"03/01/2001","6,610.2","6,610.2","6,610.2","6,610.2","","-0.29%"
"02/28/2001","6,629.1","6,629.1","6,629.1","6,629.1","","-1.03%"
"02/27/2001","6,698.0","6,698.0","6,698.0","6,698.0","","-0.16%"
"02/26/2001","6,708.9","6,708.9","6,708.9","6,708.9","","1.84%"
"02/23/2001","6,587.4","6,587.4","6,587.4","6,587.4","","-0.74%"
"02/22/2001","6,636.3","6,636.3","6,636.3","6,636.3","","-0.34%"
"02/21/2001","6,658.7","6,658.7","6,658.7","6,658.7","","-1.81%"
"02/20/2001","6,781.4","6,781.4","6,781.4","6,781.4","","-1.01%"
"02/16/2001","6,850.5","6,850.5","6,850.5","6,850.5","","-1.00%"
"02/15/2001","6,920.0","6,920.0","6,920.0","6,920.0","","0.37%"
"02/14/2001","6,894.4","6,894.4","6,894.4","6,894.4","","-0.87%"
"02/13/2001","6,954.6","6,954.6","6,954.6","6,954.6","","-0.49%"
"02/12/2001","6,989.1","6,989.1","6,989.1","6,989.1","","1.18%"
"02/09/2001","6,907.6","6,907.6","6,907.6","6,907.6","","-0.68%"
"02/08/2001","6,955.0","6,955.0","6,955.0","6,955.0","","-0.28%"
"02/07/2001","6,974.4","6,974.4","6,974.4","6,974.4","","-0.40%"
"02/06/2001","7,002.6","7,002.6","7,002.6","7,002.6","","-0.20%"
"02/05/2001","7,016.7","7,016.7","7,016.7","7,016.7","","0.51%"
"02/02/2001","6,981.0","6,981.0","6,981.0","6,981.0","","-0.95%"
"02/01/2001","7,048.1","7,048.1","7,048.1","7,048.1","","0.44%"
"01/31/2001","7,017.1","7,017.1","7,017.1","7,017.1","","-0.08%"
"01/30/2001","7,023.0","7,023.0","7,023.0","7,023.0","","0.91%"
"01/29/2001","6,959.4","6,959.4","6,959.4","6,959.4","","0.41%"
"01/26/2001","6,931.2","6,931.2","6,931.2","6,931.2","","-0.43%"
"01/25/2001","6,961.4","6,961.4","6,961.4","6,961.4","","0.32%"
"01/24/2001","6,939.1","6,939.1","6,939.1","6,939.1","","0.16%"
"01/23/2001","6,928.1","6,928.1","6,928.1","6,928.1","","1.08%"
"01/22/2001","6,853.8","6,853.8","6,853.8","6,853.8","","0.25%"
"01/19/2001","6,836.7","6,836.7","6,836.7","6,836.7","","-0.76%"
"01/18/2001","6,889.0","6,889.0","6,889.0","6,889.0","","0.53%"
"01/17/2001","6,852.4","6,852.4","6,852.4","6,852.4","","-0.33%"
"01/16/2001","6,874.8","6,874.8","6,874.8","6,874.8","","0.90%"
"01/12/2001","6,813.3","6,813.3","6,813.3","6,813.3","","-0.32%"
"01/11/2001","6,835.5","6,835.5","6,835.5","6,835.5","","0.49%"
"01/10/2001","6,802.4","6,802.4","6,802.4","6,802.4","","0.70%"
"01/09/2001","6,754.8","6,754.8","6,754.8","6,754.8","","-0.06%"
"01/08/2001","6,759.1","6,759.1","6,759.1","6,759.1","","-0.22%"
"01/05/2001","6,774.1","6,774.1","6,774.1","6,774.1","","-1.75%"
"01/04/2001","6,894.8","6,894.8","6,894.8","6,894.8","","-1.06%"
"01/03/2001","6,968.8","6,968.8","6,968.8","6,968.8","","2.70%"
"01/02/2001","6,785.7","6,785.7","6,785.7","6,785.7","","-2.30%"
"12/29/2000","6,945.6","6,945.6","6,945.6","6,945.6","","-0.46%"
"12/28/2000","6,977.6","6,977.6","6,977.6","6,977.6","","0.95%"
"12/27/2000","6,911.6","6,911.6","6,911.6","6,911.6","","1.17%"
"12/26/2000","6,831.6","6,831.6","6,831.6","6,831.6","","1.02%"
"12/22/2000","6,762.4","6,762.4","6,762.4","6,762.4","","1.63%"
"12/21/2000","6,653.8","6,653.8","6,653.8","6,653.8","","0.69%"
"12/20/2000","6,608.3","6,608.3","6,608.3","6,608.3","","-2.33%"
"12/19/2000","6,765.7","6,765.7","6,765.7","6,765.7","","-0.52%"
"12/18/2000","6,801.3","6,801.3","6,801.3","6,801.3","","1.16%"
"12/15/2000","6,723.4","6,723.4","6,723.4","6,723.4","","-1.51%"
"12/14/2000","6,826.2","6,826.2","6,826.2","6,826.2","","-1.18%"
"12/13/2000","6,907.8","6,907.8","6,907.8","6,907.8","","-0.26%"
"12/12/2000","6,925.8","6,925.8","6,925.8","6,925.8","","-0.39%"
"12/11/2000","6,952.6","6,952.6","6,952.6","6,952.6","","0.33%"
"12/08/2000","6,929.7","6,929.7","6,929.7","6,929.7","","1.64%"
"12/07/2000","6,817.7","6,817.7","6,817.7","6,817.7","","-0.15%"
"12/06/2000","6,827.7","6,827.7","6,827.7","6,827.7","","-1.16%"
"12/05/2000","6,907.5","6,907.5","6,907.5","6,907.5","","2.49%"
"12/04/2000","6,739.8","6,739.8","6,739.8","6,739.8","","0.94%"
"12/01/2000","6,677.2","6,677.2","6,677.2","6,677.2","","0.27%"
"11/30/2000","6,659.1","6,659.1","6,659.1","6,659.1","","-1.20%"
"11/29/2000","6,739.9","6,739.9","6,739.9","6,739.9","","0.49%"
"11/28/2000","6,707.2","6,707.2","6,707.2","6,707.2","","-0.41%"
"11/27/2000","6,734.7","6,734.7","6,734.7","6,734.7","","0.76%"
"11/24/2000","6,683.6","6,683.6","6,683.6","6,683.6","","0.90%"
"11/22/2000","6,624.0","6,624.0","6,624.0","6,624.0","","-1.38%"
"11/21/2000","6,716.8","6,716.8","6,716.8","6,716.8","","0.14%"
"11/20/2000","6,707.3","6,707.3","6,707.3","6,707.3","","-1.46%"
"11/17/2000","6,806.7","6,806.7","6,806.7","6,806.7","","-0.51%"
"11/16/2000","6,841.4","6,841.4","6,841.4","6,841.4","","-0.62%"
"11/15/2000","6,884.4","6,884.4","6,884.4","6,884.4","","0.40%"
"11/14/2000","6,857.3","6,857.3","6,857.3","6,857.3","","1.48%"
"11/13/2000","6,757.1","6,757.1","6,757.1","6,757.1","","-1.14%"
"11/10/2000","6,835.3","6,835.3","6,835.3","6,835.3","","-1.49%"
"11/09/2000","6,938.5","6,938.5","6,938.5","6,938.5","","-0.85%"
"11/08/2000","6,997.7","6,997.7","6,997.7","6,997.7","","-0.41%"
"11/07/2000","7,026.5","7,026.5","7,026.5","7,026.5","","-0.13%"
"11/06/2000","7,035.6","7,035.6","7,035.6","7,035.6","","0.61%"
"11/03/2000","6,992.9","6,992.9","6,992.9","6,992.9","","-0.28%"
"11/02/2000","7,012.8","7,012.8","7,012.8","7,012.8","","-0.19%"
"11/01/2000","7,026.2","7,026.2","7,026.2","7,026.2","","-0.23%"
"10/31/2000","7,042.3","7,042.3","7,042.3","7,042.3","","1.76%"
"10/30/2000","6,920.8","6,920.8","6,920.8","6,920.8","","2.11%"
"10/27/2000","6,777.9","6,777.9","6,777.9","6,777.9","","1.19%"
"10/26/2000","6,698.2","6,698.2","6,698.2","6,698.2","","-0.48%"
"10/25/2000","6,730.2","6,730.2","6,730.2","6,730.2","","-1.55%"
"10/24/2000","6,836.3","6,836.3","6,836.3","6,836.3","","0.66%"
"10/23/2000","6,791.4","6,791.4","6,791.4","6,791.4","","0.02%"
"10/20/2000","6,790.1","6,790.1","6,790.1","6,790.1","","0.55%"
"10/19/2000","6,753.0","6,753.0","6,753.0","6,753.0","","2.17%"
"10/18/2000","6,609.7","6,609.7","6,609.7","6,609.7","","-0.69%"
"10/17/2000","6,655.7","6,655.7","6,655.7","6,655.7","","-1.90%"
"10/16/2000","6,784.9","6,784.9","6,784.9","6,784.9","","0.64%"
"10/13/2000","6,741.9","6,741.9","6,741.9","6,741.9","","2.16%"
"10/12/2000","6,599.3","6,599.3","6,599.3","6,599.3","","-2.54%"
"10/11/2000","6,771.6","6,771.6","6,771.6","6,771.6","","-1.53%"
"10/10/2000","6,876.7","6,876.7","6,876.7","6,876.7","","-0.49%"
"10/09/2000","6,910.5","6,910.5","6,910.5","6,910.5","","-0.39%"
"10/06/2000","6,937.6","6,937.6","6,937.6","6,937.6","","-1.76%"
"10/05/2000","7,061.9","7,061.9","7,061.9","7,061.9","","0.41%"
"10/04/2000","7,033.0","7,033.0","7,033.0","7,033.0","","0.08%"
"10/03/2000","7,027.5","7,027.5","7,027.5","7,027.5","","-0.26%"
"10/02/2000","7,046.0","7,046.0","7,046.0","7,046.0","","0.50%"
"09/29/2000","7,010.8","7,010.8","7,010.8","7,010.8","","-0.71%"
"09/28/2000","7,060.6","7,060.6","7,060.6","7,060.6","","1.78%"
"09/27/2000","6,936.9","6,936.9","6,936.9","6,936.9","","0.19%"
"09/26/2000","6,924.0","6,924.0","6,924.0","6,924.0","","-0.71%"
"09/25/2000","6,973.2","6,973.2","6,973.2","6,973.2","","0.02%"
