"Date","Price","Open","High","Low","Vol.","Change %"
"03/27/2008","8,817.2","8,881.8","8,938.2","8,815.0","","-0.72%"
"03/26/2008","8,881.5","8,936.2","8,936.2","8,843.4","","-0.61%"
"03/25/2008","8,936.2","8,859.2","8,958.2","8,840.4","","0.86%"
"03/24/2008","8,859.6","8,717.5","8,928.2","8,717.5","","1.63%"
"03/20/2008","8,717.6","8,549.5","8,728.3","8,494.6","","1.97%"
"03/19/2008","8,549.5","8,826.5","8,858.1","8,549.5","","-3.14%"
"03/18/2008","8,826.4","8,489.4","8,826.4","8,489.4","","3.97%"
"03/17/2008","8,489.4","8,634.4","8,634.4","8,362.7","","-1.70%"
"03/14/2008","8,635.9","8,827.1","8,845.8","8,553.6","","-2.17%"
"03/13/2008","8,827.2","8,781.2","8,857.6","8,609.0","","0.52%"
"03/12/2008","8,781.2","8,842.7","8,917.5","8,776.8","","-0.70%"
"03/11/2008","8,842.7","8,534.5","8,842.7","8,534.5","","3.61%"
"03/10/2008","8,534.4","8,676.3","8,683.3","8,524.7","","-1.64%"
"03/07/2008","8,676.3","8,765.0","8,802.6","8,610.2","","-1.02%"
"03/06/2008","8,765.4","8,962.3","8,962.3","8,760.0","","-2.20%"
"03/05/2008","8,962.4","8,891.4","9,018.1","8,874.7","","0.80%"
"03/04/2008","8,891.5","8,970.3","8,970.3","8,769.7","","-0.88%"
"03/03/2008","8,970.4","8,962.5","8,992.5","8,884.3","","0.09%"
"02/29/2008","8,962.5","9,221.9","9,221.9","8,932.0","","-2.81%"
"02/28/2008","9,221.9","9,292.7","9,292.7","9,188.1","","-0.76%"
"02/27/2008","9,292.9","9,302.4","9,348.9","9,241.4","","-0.11%"
"02/26/2008","9,302.8","9,209.5","9,332.7","9,167.0","","1.01%"
"02/25/2008","9,210.1","9,064.8","9,221.8","9,030.0","","1.60%"
"02/22/2008","9,064.8","8,977.8","9,069.5","8,900.6","","0.97%"
"02/21/2008","8,977.7","9,074.0","9,132.4","8,963.2","","-1.06%"
"02/20/2008","9,074.0","9,023.0","9,096.3","8,913.0","","0.57%"
"02/19/2008","9,023.0","8,970.8","9,112.0","8,970.8","","0.58%"
"02/15/2008","8,970.8","8,968.4","8,970.9","8,885.2","","0.03%"
"02/14/2008","8,968.4","9,073.5","9,091.5","8,960.5","","-1.16%"
"02/13/2008","9,073.5","8,965.4","9,083.8","8,958.7","","1.21%"
"02/12/2008","8,965.4","8,868.3","9,055.4","8,868.3","","1.09%"
"02/11/2008","8,868.3","8,823.1","8,879.3","8,734.6","","0.51%"
"02/08/2008","8,823.1","8,859.0","8,881.1","8,756.5","","-0.41%"
"02/07/2008","8,859.0","8,819.7","8,914.7","8,731.4","","0.46%"
"02/06/2008","8,818.1","8,874.6","8,976.3","8,806.6","","-0.64%"
"02/05/2008","8,874.5","9,201.5","9,201.5","8,874.1","","-3.56%"
"02/04/2008","9,202.1","9,277.6","9,277.6","9,195.5","","-0.81%"
"02/01/2008","9,277.6","9,126.2","9,278.9","9,121.4","","1.66%"
"01/31/2008","9,126.2","8,994.1","9,173.4","8,837.5","","1.46%"
"01/30/2008","8,994.5","9,046.0","9,190.5","8,973.4","","-0.57%"
"01/29/2008","9,046.0","8,978.4","9,058.4","8,954.9","","0.75%"
"01/28/2008","8,978.4","8,827.6","8,978.4","8,749.7","","1.71%"
"01/25/2008","8,827.5","8,942.3","9,062.8","8,798.2","","-1.28%"
"01/24/2008","8,942.2","8,805.5","8,964.5","8,805.5","","1.55%"
"01/23/2008","8,805.7","8,661.1","8,806.1","8,343.6","","1.67%"
"01/22/2008","8,661.2","8,794.9","8,794.9","8,421.2","","-1.52%"
"01/18/2008","8,794.9","8,819.0","8,956.5","8,700.6","","-0.27%"
"01/17/2008","8,819.0","9,073.4","9,129.0","8,805.7","","-2.80%"
"01/16/2008","9,073.4","9,172.2","9,195.3","9,023.4","","-1.08%"
"01/15/2008","9,172.2","9,439.3","9,439.3","9,169.7","","-2.83%"
"01/14/2008","9,439.3","9,347.6","9,449.3","9,347.6","","0.98%"
"01/11/2008","9,347.5","9,490.8","9,490.8","9,310.2","","-1.51%"
"01/10/2008","9,490.8","9,424.7","9,539.5","9,316.7","","0.70%"
"01/09/2008","9,424.7","9,326.1","9,424.7","9,237.7","","1.06%"
"01/08/2008","9,326.1","9,462.7","9,576.4","9,317.9","","-1.44%"
"01/07/2008","9,462.2","9,432.0","9,509.8","9,379.6","","0.32%"
"01/04/2008","9,432.0","9,655.9","9,655.9","9,428.1","","-2.32%"
"01/03/2008","9,656.0","9,647.5","9,712.8","9,639.7","","0.09%"
"01/02/2008","9,647.5","9,740.3","9,781.6","9,612.0","","-0.95%"
"12/31/2007","9,740.3","9,803.8","9,803.8","9,716.5","","-0.65%"
"12/28/2007","9,803.9","9,779.5","9,853.5","9,772.9","","0.25%"
"12/27/2007","9,779.3","9,894.1","9,894.1","9,772.2","","-1.16%"
"12/26/2007","9,894.1","9,873.4","9,901.0","9,835.6","","0.21%"
"12/24/2007","9,873.5","9,788.0","9,876.1","9,788.0","","0.87%"
"12/21/2007","9,787.9","9,622.3","9,791.9","9,622.3","","1.72%"
"12/20/2007","9,622.3","9,586.1","9,635.4","9,548.5","","0.38%"
"12/19/2007","9,586.1","9,602.5","9,655.0","9,541.2","","-0.17%"
"12/18/2007","9,602.5","9,528.7","9,632.0","9,473.8","","0.77%"
"12/17/2007","9,528.7","9,698.4","9,698.4","9,526.4","","-1.75%"
"12/14/2007","9,698.4","9,863.8","9,863.8","9,698.0","","-1.68%"
"12/13/2007","9,864.3","9,921.5","9,921.5","9,749.1","","-0.58%"
"12/12/2007","9,921.6","9,838.3","10,070.1","9,816.2","","0.85%"
"12/11/2007","9,838.3","10,104.5","10,140.5","9,827.3","","-2.63%"
"12/10/2007","10,104.4","10,023.8","10,120.5","10,023.8","","0.81%"
"12/07/2007","10,023.6","10,030.2","10,051.8","10,006.6","","-0.06%"
"12/06/2007","10,030.1","9,887.5","10,030.6","9,874.1","","1.44%"
"12/05/2007","9,887.6","9,747.7","9,902.3","9,747.7","","1.43%"
"12/04/2007","9,748.4","9,811.8","9,811.8","9,727.0","","-0.65%"
"12/03/2007","9,811.9","9,856.8","9,857.2","9,793.1","","-0.46%"
"11/30/2007","9,856.9","9,773.6","9,922.2","9,773.6","","0.85%"
"11/29/2007","9,773.6","9,791.0","9,813.7","9,710.9","","-0.18%"
"11/28/2007","9,791.0","9,522.0","9,805.7","9,522.0","","2.83%"
"11/27/2007","9,521.8","9,389.5","9,527.8","9,389.0","","1.41%"
"11/26/2007","9,389.5","9,582.9","9,629.5","9,382.9","","-2.02%"
"11/23/2007","9,583.0","9,405.2","9,591.1","9,405.2","","1.89%"
"11/21/2007","9,405.2","9,575.0","9,575.0","9,384.0","","-1.78%"
"11/20/2007","9,575.3","9,497.3","9,645.0","9,454.0","","0.82%"
"11/19/2007","9,497.3","9,701.2","9,701.2","9,476.4","","-2.10%"
"11/16/2007","9,701.4","9,652.6","9,721.8","9,605.5","","0.51%"
"11/15/2007","9,652.5","9,809.0","9,809.0","9,600.3","","-1.60%"
"11/14/2007","9,809.1","9,861.0","9,947.7","9,791.0","","-0.53%"
"11/13/2007","9,861.0","9,570.7","9,863.2","9,570.7","","3.04%"
"11/12/2007","9,570.0","9,733.3","9,742.1","9,568.3","","-1.68%"
"11/09/2007","9,733.3","9,875.8","9,875.8","9,691.5","","-1.46%"
"11/08/2007","9,877.5","9,830.2","9,907.6","9,708.5","","0.48%"
"11/07/2007","9,830.1","10,102.4","10,102.4","9,827.8","","-2.70%"
"11/06/2007","10,102.4","9,959.0","10,103.0","9,959.0","","1.44%"
"11/05/2007","9,958.8","10,052.0","10,052.0","9,879.4","","-0.93%"
"11/02/2007","10,052.3","10,022.3","10,067.3","9,944.0","","0.30%"
"11/01/2007","10,022.1","10,311.5","10,311.5","10,014.0","","-2.81%"
"10/31/2007","10,311.6","10,165.5","10,330.5","10,165.5","","1.44%"
"10/30/2007","10,165.0","10,256.2","10,256.2","10,157.9","","-0.89%"
"10/29/2007","10,256.2","10,189.1","10,269.3","10,189.1","","0.66%"
"10/26/2007","10,189.1","10,029.6","10,189.3","10,029.6","","1.59%"
"10/25/2007","10,029.5","10,009.3","10,060.6","9,943.7","","0.20%"
"10/24/2007","10,009.3","10,040.8","10,040.8","9,849.8","","-0.32%"
"10/23/2007","10,041.0","9,930.8","10,041.0","9,930.8","","1.11%"
"10/22/2007","9,930.8","9,919.9","9,935.0","9,824.3","","0.11%"
"10/19/2007","9,920.3","10,174.6","10,174.6","9,918.8","","-2.50%"
"10/18/2007","10,174.6","10,165.2","10,188.1","10,114.1","","0.09%"
"10/17/2007","10,165.3","10,125.4","10,210.8","10,073.8","","0.39%"
"10/16/2007","10,125.4","10,216.3","10,216.3","10,113.3","","-0.89%"
"10/15/2007","10,216.3","10,301.7","10,319.0","10,168.3","","-0.83%"
"10/12/2007","10,301.5","10,245.2","10,313.8","10,245.2","","0.55%"
"10/11/2007","10,245.2","10,264.5","10,387.2","10,195.6","","-0.19%"
"10/10/2007","10,264.5","10,279.9","10,283.6","10,216.9","","-0.15%"
"10/09/2007","10,280.3","10,186.4","10,280.4","10,186.4","","0.92%"
"10/08/2007","10,186.4","10,248.0","10,248.0","10,163.2","","-0.60%"
"10/05/2007","10,247.9","10,142.9","10,276.7","10,142.9","","1.04%"
"10/04/2007","10,142.9","10,101.0","10,149.4","10,095.0","","0.41%"
"10/03/2007","10,101.0","10,175.8","10,175.8","10,089.8","","-0.74%"
"10/02/2007","10,175.8","10,184.5","10,186.6","10,128.9","","-0.09%"
"10/01/2007","10,184.5","10,039.3","10,196.9","10,039.3","","1.45%"
"09/28/2007","10,039.3","10,057.0","10,078.1","10,013.0","","-0.18%"
"09/27/2007","10,057.0","9,980.3","10,062.5","9,980.3","","0.77%"
"09/26/2007","9,980.1","9,933.9","10,001.3","9,929.9","","0.47%"
"09/25/2007","9,933.8","9,946.1","9,946.1","9,869.0","","-0.13%"
"09/24/2007","9,946.4","9,981.8","10,012.5","9,936.8","","-0.35%"
"09/21/2007","9,981.8","9,936.7","10,012.2","9,936.7","","0.46%"
"09/20/2007","9,936.5","9,970.9","9,997.7","9,917.9","","-0.35%"
"09/19/2007","9,970.9","9,909.1","10,045.0","9,909.1","","0.62%"
"09/18/2007","9,909.0","9,607.8","9,913.8","9,607.8","","3.13%"
"09/17/2007","9,607.8","9,673.6","9,673.6","9,574.6","","-0.68%"
"09/14/2007","9,673.6","9,678.1","9,679.6","9,602.8","","-0.05%"
"09/13/2007","9,678.1","9,598.7","9,719.0","9,598.7","","0.83%"
"09/12/2007","9,598.7","9,597.6","9,641.8","9,553.5","","0.01%"
"09/11/2007","9,597.6","9,457.7","9,604.2","9,457.7","","1.48%"
"09/10/2007","9,457.6","9,486.4","9,524.6","9,377.8","","-0.30%"
"09/07/2007","9,486.4","9,637.5","9,637.5","9,455.2","","-1.57%"
"09/06/2007","9,637.5","9,583.2","9,658.5","9,555.8","","0.57%"
"09/05/2007","9,583.2","9,698.7","9,698.7","9,546.4","","-1.19%"
"09/04/2007","9,698.7","9,597.0","9,736.9","9,580.2","","1.06%"
"08/31/2007","9,597.0","9,456.7","9,642.1","9,456.7","","1.48%"
"08/30/2007","9,456.6","9,508.9","9,526.8","9,413.2","","-0.55%"
"08/29/2007","9,508.9","9,289.5","9,509.0","9,289.5","","2.36%"
"08/28/2007","9,289.5","9,528.7","9,528.7","9,287.4","","-2.51%"
"08/27/2007","9,528.9","9,607.0","9,607.0","9,522.8","","-0.81%"
"08/24/2007","9,607.0","9,478.6","9,607.0","9,478.6","","1.35%"
"08/23/2007","9,478.6","9,477.1","9,537.0","9,423.0","","0.02%"
"08/22/2007","9,477.1","9,332.5","9,482.5","9,332.5","","1.55%"
"08/21/2007","9,332.5","9,326.2","9,378.9","9,283.6","","0.07%"
"08/20/2007","9,326.2","9,315.0","9,361.4","9,225.2","","0.12%"
"08/17/2007","9,315.0","9,087.8","9,338.5","9,087.8","","2.51%"
"08/16/2007","9,087.1","9,089.0","9,110.6","8,811.5","","-0.02%"
"08/15/2007","9,089.0","9,254.3","9,310.2","9,079.9","","-1.79%"
"08/14/2007","9,254.3","9,428.8","9,452.4","9,254.1","","-1.85%"
"08/13/2007","9,428.9","9,435.2","9,521.6","9,425.0","","-0.06%"
"08/10/2007","9,435.0","9,449.0","9,472.5","9,277.8","","-0.15%"
"08/09/2007","9,449.3","9,746.1","9,746.1","9,449.3","","-3.05%"
"08/08/2007","9,746.2","9,606.1","9,798.1","9,606.1","","1.46%"
"08/07/2007","9,606.1","9,553.8","9,670.9","9,477.0","","0.55%"
"08/06/2007","9,553.8","9,371.0","9,553.8","9,323.6","","1.96%"
"08/03/2007","9,370.6","9,619.4","9,619.4","9,369.4","","-2.59%"
"08/02/2007","9,619.3","9,573.0","9,643.8","9,543.6","","0.48%"
"08/01/2007","9,573.0","9,554.5","9,585.5","9,408.7","","0.19%"
"07/31/2007","9,554.5","9,623.3","9,731.1","9,543.0","","-0.71%"
"07/30/2007","9,623.2","9,508.1","9,647.5","9,501.0","","1.21%"
"07/27/2007","9,508.2","9,654.4","9,688.2","9,508.2","","-1.51%"
"07/26/2007","9,654.4","9,930.4","9,930.4","9,541.0","","-2.78%"
"07/25/2007","9,930.4","9,910.0","9,989.7","9,841.3","","0.21%"
"07/24/2007","9,910.0","10,121.5","10,121.5","9,891.4","","-2.09%"
"07/23/2007","10,121.6","10,073.2","10,152.3","10,073.2","","0.48%"
"07/20/2007","10,072.9","10,194.0","10,194.0","10,042.5","","-1.19%"
"07/19/2007","10,194.0","10,148.3","10,210.5","10,148.3","","0.45%"
"07/18/2007","10,148.3","10,170.2","10,170.2","10,065.4","","-0.22%"
"07/17/2007","10,170.4","10,188.4","10,216.1","10,166.3","","-0.17%"
"07/16/2007","10,188.2","10,220.6","10,231.8","10,169.3","","-0.32%"
"07/13/2007","10,220.7","10,197.6","10,238.2","10,179.0","","0.23%"
"07/12/2007","10,197.7","10,014.7","10,197.7","10,014.7","","1.83%"
"07/11/2007","10,014.7","9,953.6","10,016.0","9,936.3","","0.61%"
"07/10/2007","9,953.6","10,099.4","10,099.4","9,952.1","","-1.45%"
"07/09/2007","10,099.6","10,075.5","10,117.0","10,072.7","","0.24%"
"07/06/2007","10,075.4","10,026.3","10,085.4","10,009.8","","0.49%"
"07/05/2007","10,026.2","10,032.5","10,045.5","9,975.3","","-0.06%"
"07/03/2007","10,032.6","9,997.4","10,040.1","9,997.4","","0.35%"
"07/02/2007","9,997.4","9,873.0","9,997.8","9,873.0","","1.26%"
"06/29/2007","9,873.0","9,865.9","9,944.7","9,820.3","","0.07%"
"06/28/2007","9,865.8","9,848.8","9,917.5","9,845.5","","0.17%"
"06/27/2007","9,848.9","9,774.3","9,850.7","9,712.1","","0.76%"
"06/26/2007","9,774.3","9,807.9","9,862.7","9,762.6","","-0.34%"
"06/25/2007","9,807.2","9,849.0","9,912.6","9,784.9","","-0.42%"
"06/22/2007","9,849.0","9,960.8","9,960.8","9,833.5","","-1.12%"
"06/21/2007","9,960.8","9,905.4","9,961.7","9,853.8","","0.56%"
"06/20/2007","9,905.1","10,026.5","10,060.2","9,899.7","","-1.21%"
"06/19/2007","10,026.5","10,005.4","10,036.3","9,977.1","","0.21%"
"06/18/2007","10,005.5","10,013.9","10,033.1","9,993.8","","-0.08%"
"06/15/2007","10,013.9","9,927.0","10,044.1","9,927.0","","0.88%"
"06/14/2007","9,926.8","9,863.5","9,942.2","9,863.5","","0.64%"
"06/13/2007","9,863.5","9,724.8","9,863.6","9,724.8","","1.43%"
"06/12/2007","9,724.5","9,841.5","9,841.5","9,724.4","","-1.19%"
"06/11/2007","9,841.7","9,826.1","9,878.0","9,793.6","","0.16%"
"06/08/2007","9,826.1","9,721.1","9,826.1","9,701.9","","1.08%"
"06/07/2007","9,720.9","9,895.0","9,895.0","9,720.1","","-1.76%"
"06/06/2007","9,895.0","10,001.2","10,001.2","9,876.0","","-1.06%"
"06/05/2007","10,001.5","10,064.0","10,064.0","9,973.7","","-0.62%"
"06/04/2007","10,064.0","10,042.6","10,068.3","10,023.7","","0.21%"
"06/01/2007","10,042.6","9,978.7","10,045.2","9,978.7","","0.64%"
"05/31/2007","9,978.6","9,963.7","10,004.5","9,963.7","","0.15%"
"05/30/2007","9,963.6","9,892.1","9,963.6","9,838.9","","0.72%"
"05/29/2007","9,892.5","9,876.1","9,927.4","9,864.2","","0.17%"
"05/25/2007","9,876.1","9,812.5","9,885.1","9,812.5","","0.65%"
"05/24/2007","9,812.5","9,913.7","9,956.6","9,798.2","","-1.02%"
"05/23/2007","9,913.7","9,901.0","9,976.7","9,901.0","","0.13%"
"05/22/2007","9,901.0","9,897.0","9,931.3","9,892.0","","0.04%"
"05/21/2007","9,897.5","9,894.0","9,926.9","9,888.7","","0.04%"
"05/18/2007","9,893.7","9,819.0","9,897.3","9,819.0","","0.76%"
"05/17/2007","9,819.0","9,825.4","9,845.3","9,778.8","","-0.07%"
"05/16/2007","9,825.4","9,764.7","9,825.6","9,756.9","","0.62%"
"05/15/2007","9,764.7","9,765.4","9,844.2","9,759.8","","-0.01%"
"05/14/2007","9,765.4","9,787.0","9,808.2","9,738.6","","-0.22%"
"05/11/2007","9,787.0","9,669.4","9,788.2","9,669.4","","1.22%"
"05/10/2007","9,669.4","9,827.9","9,827.9","9,668.9","","-1.61%"
"05/09/2007","9,827.9","9,788.0","9,830.8","9,774.8","","0.41%"
"05/08/2007","9,788.0","9,825.1","9,825.1","9,736.9","","-0.38%"
"05/07/2007","9,825.1","9,793.0","9,832.0","9,793.0","","0.33%"
"05/04/2007","9,793.0","9,754.0","9,814.7","9,754.0","","0.40%"
"05/03/2007","9,753.9","9,718.0","9,759.7","9,713.8","","0.37%"
"05/02/2007","9,718.0","9,639.8","9,732.8","9,639.8","","0.81%"
"05/01/2007","9,639.8","9,627.7","9,649.2","9,586.3","","0.13%"
"04/30/2007","9,627.7","9,705.4","9,723.9","9,627.6","","-0.80%"
"04/27/2007","9,705.4","9,715.3","9,724.5","9,673.0","","-0.10%"
"04/26/2007","9,715.5","9,746.6","9,746.6","9,693.4","","-0.32%"
"04/25/2007","9,746.6","9,648.5","9,752.4","9,648.5","","1.02%"
"04/24/2007","9,648.5","9,660.5","9,666.2","9,616.5","","-0.13%"
"04/23/2007","9,660.6","9,697.3","9,698.6","9,655.4","","-0.38%"
"04/20/2007","9,697.3","9,601.7","9,697.4","9,601.7","","1.00%"
"04/19/2007","9,601.7","9,634.8","9,634.8","9,563.2","","-0.34%"
"04/18/2007","9,634.9","9,631.7","9,658.3","9,598.8","","0.03%"
"04/17/2007","9,631.7","9,625.6","9,653.4","9,614.1","","0.06%"
"04/16/2007","9,625.5","9,522.9","9,625.5","9,522.9","","1.08%"
"04/13/2007","9,522.9","9,477.8","9,522.9","9,468.6","","0.48%"
"04/12/2007","9,477.8","9,413.6","9,478.0","9,382.6","","0.68%"
"04/11/2007","9,413.6","9,468.7","9,470.8","9,396.3","","-0.58%"
"04/10/2007","9,468.7","9,429.2","9,472.8","9,429.2","","0.42%"
"04/09/2007","9,429.2","9,426.6","9,450.3","9,422.5","","0.03%"
"04/05/2007","9,426.6","9,398.6","9,435.2","9,386.9","","0.30%"
"04/04/2007","9,398.6","9,381.5","9,399.4","9,362.1","","0.18%"
"04/03/2007","9,381.5","9,305.6","9,397.5","9,305.6","","0.82%"
"04/02/2007","9,305.5","9,261.8","9,307.9","9,249.3","","0.47%"
"03/30/2007","9,261.8","9,279.1","9,305.7","9,214.1","","-0.19%"
"03/29/2007","9,279.1","9,218.5","9,293.1","9,218.5","","0.66%"
"03/28/2007","9,218.5","9,288.8","9,288.8","9,200.3","","-0.76%"
"03/27/2007","9,288.8","9,341.4","9,341.4","9,268.2","","-0.56%"
"03/26/2007","9,341.4","9,338.4","9,342.6","9,259.6","","0.03%"
"03/23/2007","9,338.4","9,313.8","9,352.4","9,312.9","","0.26%"
"03/22/2007","9,313.8","9,317.7","9,339.5","9,290.9","","-0.04%"
"03/21/2007","9,317.7","9,158.3","9,332.9","9,158.3","","1.74%"
"03/20/2007","9,158.3","9,091.1","9,158.9","9,081.4","","0.74%"
"03/19/2007","9,091.0","8,983.1","9,097.2","8,983.1","","1.20%"
"03/16/2007","8,983.0","9,005.3","9,052.3","8,966.8","","-0.25%"
"03/15/2007","9,005.2","8,958.6","9,020.8","8,951.1","","0.52%"
"03/14/2007","8,958.6","8,927.0","8,962.6","8,812.4","","0.36%"
"03/13/2007","8,926.9","9,121.0","9,121.0","8,925.0","","-2.13%"
"03/12/2007","9,120.9","9,094.8","9,135.1","9,067.3","","0.28%"
"03/09/2007","9,095.0","9,078.6","9,122.1","9,063.9","","0.18%"
"03/08/2007","9,078.6","8,999.6","9,113.7","8,999.6","","0.88%"
"03/07/2007","8,999.2","9,006.0","9,051.5","8,986.8","","-0.08%"
"03/06/2007","9,006.0","8,838.0","9,022.3","8,838.0","","1.90%"
"03/05/2007","8,838.0","8,958.0","8,958.0","8,838.0","","-1.34%"
"03/02/2007","8,958.0","9,074.3","9,074.3","8,956.3","","-1.28%"
"03/01/2007","9,074.3","9,124.5","9,124.5","8,931.6","","-0.55%"
"02/28/2007","9,124.5","9,079.4","9,173.0","9,075.8","","0.50%"
"02/27/2007","9,079.4","9,421.2","9,421.2","9,022.9","","-3.63%"
"02/26/2007","9,421.4","9,420.2","9,463.6","9,397.2","","0.01%"
"02/23/2007","9,420.2","9,433.1","9,436.5","9,402.1","","-0.14%"
"02/22/2007","9,433.1","9,433.4","9,457.3","9,398.8","","0.00%"
"02/21/2007","9,433.5","9,453.7","9,453.7","9,390.6","","-0.22%"
"02/20/2007","9,453.9","9,433.4","9,458.5","9,389.3","","0.22%"
"02/16/2007","9,433.4","9,435.0","9,435.0","9,400.2","","-0.02%"
"02/15/2007","9,435.0","9,427.3","9,441.9","9,412.8","","0.08%"
"02/14/2007","9,427.3","9,351.4","9,439.8","9,351.4","","0.81%"
"02/13/2007","9,351.4","9,258.3","9,351.4","9,258.3","","1.01%"
"02/12/2007","9,258.3","9,291.6","9,294.1","9,243.0","","-0.36%"
"02/09/2007","9,291.6","9,345.6","9,365.5","9,264.8","","-0.58%"
"02/08/2007","9,345.5","9,353.6","9,355.3","9,305.0","","-0.09%"
"02/07/2007","9,353.6","9,345.2","9,371.9","9,334.1","","0.09%"
"02/06/2007","9,345.2","9,313.0","9,349.8","9,313.0","","0.34%"
"02/05/2007","9,313.2","9,325.3","9,325.3","9,287.4","","-0.13%"
"02/02/2007","9,325.2","9,327.7","9,329.4","9,300.6","","-0.03%"
"02/01/2007","9,327.7","9,254.8","9,330.0","9,254.8","","0.79%"
"01/31/2007","9,254.7","9,205.8","9,271.8","9,166.4","","0.52%"
"01/30/2007","9,206.4","9,139.5","9,206.4","9,139.5","","0.73%"
"01/29/2007","9,139.5","9,154.1","9,176.6","9,128.9","","-0.16%"
"01/26/2007","9,154.1","9,154.6","9,169.8","9,115.3","","-0.01%"
"01/25/2007","9,154.7","9,268.5","9,268.7","9,145.5","","-1.23%"
"01/24/2007","9,268.5","9,199.8","9,268.5","9,199.8","","0.75%"
"01/23/2007","9,199.7","9,130.9","9,209.0","9,129.8","","0.75%"
"01/22/2007","9,130.9","9,181.3","9,183.9","9,119.1","","-0.53%"
"01/19/2007","9,179.5","9,125.5","9,179.5","9,123.1","","0.59%"
"01/18/2007","9,125.4","9,146.3","9,177.3","9,114.8","","-0.23%"
"01/17/2007","9,146.3","9,139.7","9,169.4","9,120.3","","0.07%"
"01/16/2007","9,139.6","9,139.9","9,164.4","9,122.0","","0.00%"
"01/12/2007","9,139.9","9,063.1","9,141.4","9,063.1","","0.85%"
"01/11/2007","9,063.1","9,003.2","9,091.5","9,003.2","","0.67%"
"01/10/2007","9,003.1","9,023.9","9,023.9","8,957.2","","-0.23%"
"01/09/2007","9,023.9","9,041.1","9,048.3","8,984.2","","-0.19%"
"01/08/2007","9,041.1","9,025.0","9,052.1","8,993.6","","0.18%"
"01/05/2007","9,025.0","9,113.2","9,113.2","9,002.3","","-0.97%"
"01/04/2007","9,113.2","9,132.2","9,132.2","9,070.1","","-0.21%"
"01/03/2007","9,132.2","9,138.0","9,209.3","9,093.0","","-0.07%"
"12/29/2006","9,139.0","9,172.8","9,176.8","9,133.2","","-0.37%"
"12/28/2006","9,172.8","9,179.4","9,188.2","9,157.1","","-0.07%"
"12/27/2006","9,179.4","9,102.5","9,182.3","9,102.5","","0.85%"
"12/26/2006","9,102.2","9,062.1","9,105.6","9,062.1","","0.44%"
"12/22/2006","9,062.1","9,103.6","9,107.6","9,051.9","","-0.45%"
"12/21/2006","9,103.5","9,128.9","9,138.6","9,085.3","","-0.28%"
"12/20/2006","9,128.9","9,139.5","9,169.6","9,128.9","","-0.11%"
"12/19/2006","9,139.4","9,105.0","9,150.8","9,070.7","","0.38%"
"12/18/2006","9,105.0","9,140.4","9,164.2","9,097.1","","-0.39%"
"12/15/2006","9,140.4","9,147.2","9,171.8","9,131.6","","-0.07%"
"12/14/2006","9,147.2","9,082.1","9,155.9","9,081.7","","0.72%"
"12/13/2006","9,082.1","9,059.3","9,091.9","9,059.3","","0.25%"
"12/12/2006","9,059.3","9,064.7","9,068.9","9,019.0","","-0.06%"
"12/11/2006","9,064.7","9,042.2","9,070.6","9,033.0","","0.25%"
"12/08/2006","9,042.2","9,042.0","9,074.2","9,023.9","","0.00%"
"12/07/2006","9,042.0","9,048.0","9,092.5","9,039.4","","-0.06%"
"12/06/2006","9,047.8","9,064.9","9,069.6","9,033.9","","-0.19%"
"12/05/2006","9,064.9","9,019.0","9,068.3","9,019.0","","0.51%"
"12/04/2006","9,019.0","8,949.1","9,025.1","8,947.9","","0.78%"
"12/01/2006","8,949.1","8,969.0","8,980.3","8,885.8","","-0.22%"
"11/30/2006","8,969.0","8,947.2","8,995.6","8,929.6","","0.24%"
"11/29/2006","8,947.2","8,851.7","8,954.2","8,851.7","","1.08%"
"11/28/2006","8,851.6","8,820.6","8,854.6","8,802.6","","0.35%"
"11/27/2006","8,820.6","8,933.3","8,933.3","8,815.7","","-1.26%"
"11/24/2006","8,933.4","8,948.9","8,954.5","8,917.6","","-0.17%"
"11/22/2006","8,948.9","8,918.0","8,961.9","8,917.6","","0.35%"
"11/21/2006","8,918.1","8,884.2","8,919.7","8,884.2","","0.38%"
"11/20/2006","8,884.2","8,897.1","8,908.9","8,870.0","","-0.15%"
"11/17/2006","8,897.2","8,894.5","8,897.2","8,850.6","","0.03%"
"11/16/2006","8,894.5","8,901.6","8,923.7","8,893.5","","-0.08%"
"11/15/2006","8,901.5","8,880.5","8,923.4","8,868.2","","0.24%"
"11/14/2006","8,880.5","8,824.1","8,884.1","8,799.5","","0.64%"
"11/13/2006","8,824.0","8,827.9","8,838.8","8,803.8","","-0.05%"
"11/10/2006","8,828.0","8,813.8","8,833.9","8,800.2","","0.16%"
"11/09/2006","8,813.7","8,857.5","8,862.7","8,807.4","","-0.49%"
"11/08/2006","8,857.5","8,835.1","8,867.2","8,793.7","","0.25%"
"11/07/2006","8,835.2","8,819.6","8,872.6","8,818.9","","0.18%"
"11/06/2006","8,819.6","8,716.8","8,828.3","8,716.7","","1.18%"
"11/03/2006","8,716.8","8,722.7","8,747.4","8,697.2","","-0.07%"
"11/02/2006","8,722.6","8,718.1","8,724.0","8,684.8","","0.05%"
"11/01/2006","8,718.1","8,775.0","8,805.0","8,713.5","","-0.65%"
"10/31/2006","8,775.0","8,766.8","8,786.9","8,740.2","","0.09%"
"10/30/2006","8,766.8","8,779.9","8,782.8","8,743.6","","-0.15%"
"10/27/2006","8,779.9","8,845.3","8,845.3","8,774.1","","-0.74%"
