Date,Price,Open,High,Low,Change
18/05/1998,"6,049.00","6,049.00","6,049.00","6,049.00",-0.41%
15/05/1998,"6,073.60","6,073.60","6,073.60","6,073.60",-0.68%
14/05/1998,"6,114.90","6,114.90","6,114.90","6,114.90",-0.15%
13/05/1998,"6,124.30","6,124.30","6,124.30","6,124.30",0.16%
12/05/1998,"6,114.60","6,114.60","6,114.60","6,114.60",0.52%
11/05/1998,"6,082.80","6,082.80","6,082.80","6,082.80",-0.08%
08/05/1998,"6,087.50","6,087.50","6,087.50","6,087.50",0.96%
07/05/1998,"6,029.40","6,029.40","6,029.40","6,029.40",-0.76%
06/05/1998,"6,075.40","6,075.40","6,075.40","6,075.40",-0.89%
05/05/1998,"6,130.10","6,130.10","6,130.10","6,130.10",-0.51%
04/05/1998,"6,161.60","6,161.60","6,161.60","6,161.60",0.14%
01/05/1998,"6,153.00","6,153.00","6,153.00","6,153.00",0.79%
30/04/1998,"6,104.90","6,104.90","6,104.90","6,104.90",1.59%
29/04/1998,"6,009.10","6,009.10","6,009.10","6,009.10",0.84%
28/04/1998,"5,958.90","5,958.90","5,958.90","5,958.90",0.09%
27/04/1998,"5,953.50","5,953.50","5,953.50","5,953.50",-1.99%
24/04/1998,"6,074.30","6,074.30","6,074.30","6,074.30",-1.05%
23/04/1998,"6,138.60","6,138.60","6,138.60","6,138.60",-0.87%
22/04/1998,"6,192.20","6,192.20","6,192.20","6,192.20",0.14%
21/04/1998,"6,183.50","6,183.50","6,183.50","6,183.50",0.13%
20/04/1998,"6,175.20","6,175.20","6,175.20","6,175.20",-0.02%
17/04/1998,"6,176.20","6,176.20","6,176.20","6,176.20",1.25%
16/04/1998,"6,100.10","6,100.10","6,100.10","6,100.10",-1.01%
15/04/1998,"6,162.10","6,162.10","6,162.10","6,162.10",0.25%
14/04/1998,"6,146.60","6,146.60","6,146.60","6,146.60",0.61%
13/04/1998,"6,109.20","6,109.20","6,109.20","6,109.20",-0.10%
09/04/1998,"6,115.30","6,115.30","6,115.30","6,115.30",0.81%
08/04/1998,"6,065.90","6,065.90","6,065.90","6,065.90",-0.71%
07/04/1998,"6,109.00","6,109.00","6,109.00","6,109.00",-0.93%
06/04/1998,"6,166.30","6,166.30","6,166.30","6,166.30",0.02%
03/04/1998,"6,165.30","6,165.30","6,165.30","6,165.30",0.18%
02/04/1998,"6,154.30","6,154.30","6,154.30","6,154.30",0.98%
01/04/1998,"6,094.80","6,094.80","6,094.80","6,094.80",0.63%
31/03/1998,"6,056.40","6,056.40","6,056.40","6,056.40",0.68%
30/03/1998,"6,015.30","6,015.30","6,015.30","6,015.30",-0.16%
27/03/1998,"6,024.90","6,024.90","6,024.90","6,024.90",-0.42%
26/03/1998,"6,050.40","6,050.40","6,050.40","6,050.40",-0.10%
25/03/1998,"6,056.20","6,056.20","6,056.20","6,056.20",-0.38%
24/03/1998,"6,079.50","6,079.50","6,079.50","6,079.50",0.78%
23/03/1998,"6,032.70","6,032.70","6,032.70","6,032.70",-0.36%
20/03/1998,"6,054.60","6,054.60","6,054.60","6,054.60",0.92%
19/03/1998,"5,999.30","5,999.30","5,999.30","5,999.30",0.31%
18/03/1998,"5,980.70","5,980.70","5,980.70","5,980.70",0.45%
17/03/1998,"5,954.00","5,954.00","5,954.00","5,954.00",0.21%
16/03/1998,"5,941.80","5,941.80","5,941.80","5,941.80",0.86%
13/03/1998,"5,891.40","5,891.40","5,891.40","5,891.40",-0.13%
12/03/1998,"5,899.10","5,899.10","5,899.10","5,899.10",0.11%
11/03/1998,"5,892.70","5,892.70","5,892.70","5,892.70",0.41%
10/03/1998,"5,868.40","5,868.40","5,868.40","5,868.40",1.01%
09/03/1998,"5,809.60","5,809.60","5,809.60","5,809.60",-0.04%
06/03/1998,"5,811.80","5,811.80","5,811.80","5,811.80",1.73%
05/03/1998,"5,713.10","5,713.10","5,713.10","5,713.10",-0.76%
04/03/1998,"5,757.00","5,757.00","5,757.00","5,757.00",-0.44%
03/03/1998,"5,782.70","5,782.70","5,782.70","5,782.70",0.42%
02/03/1998,"5,758.80","5,758.80","5,758.80","5,758.80",0.07%
27/02/1998,"5,754.90","5,754.90","5,754.90","5,754.90",0.16%
26/02/1998,"5,745.70","5,745.70","5,745.70","5,745.70",0.56%
25/02/1998,"5,713.80","5,713.80","5,713.80","5,713.80",1.04%
24/02/1998,"5,655.00","5,655.00","5,655.00","5,655.00",-0.67%
23/02/1998,"5,693.00","5,693.00","5,693.00","5,693.00",0.17%
20/02/1998,"5,683.30","5,683.30","5,683.30","5,683.30",0.46%
19/02/1998,"5,657.10","5,657.10","5,657.10","5,657.10",-0.41%
18/02/1998,"5,680.50","5,680.50","5,680.50","5,680.50",0.83%
17/02/1998,"5,633.60","5,633.60","5,633.60","5,633.60",0.28%
13/02/1998,"5,617.60","5,617.60","5,617.60","5,617.60",-0.25%
12/02/1998,"5,631.70","5,631.70","5,631.70","5,631.70",0.35%
11/02/1998,"5,612.00","5,612.00","5,612.00","5,612.00",0.15%
10/02/1998,"5,603.60","5,603.60","5,603.60","5,603.60",0.76%
09/02/1998,"5,561.50","5,561.50","5,561.50","5,561.50",-0.06%
06/02/1998,"5,565.10","5,565.10","5,565.10","5,565.10",0.64%
05/02/1998,"5,529.70","5,529.70","5,529.70","5,529.70",-0.12%
04/02/1998,"5,536.20","5,536.20","5,536.20","5,536.20",0.11%
03/02/1998,"5,530.10","5,530.10","5,530.10","5,530.10",0.44%
02/02/1998,"5,505.90","5,505.90","5,505.90","5,505.90",1.97%
30/01/1998,"5,399.30","5,399.30","5,399.30","5,399.30",-0.49%
29/01/1998,"5,425.70","5,425.70","5,425.70","5,425.70",0.77%
28/01/1998,"5,384.40","5,384.40","5,384.40","5,384.40",0.80%
27/01/1998,"5,341.90","5,341.90","5,341.90","5,341.90",0.98%
26/01/1998,"5,289.80","5,289.80","5,289.80","5,289.80",-0.08%
23/01/1998,"5,294.10","5,294.10","5,294.10","5,294.10",-0.62%
22/01/1998,"5,326.90","5,326.90","5,326.90","5,326.90",-0.81%
21/01/1998,"5,370.40","5,370.40","5,370.40","5,370.40",-0.79%
20/01/1998,"5,412.90","5,412.90","5,412.90","5,412.90",1.64%
16/01/1998,"5,325.70","5,325.70","5,325.70","5,325.70",1.15%
15/01/1998,"5,265.20","5,265.20","5,265.20","5,265.20",-0.68%
14/01/1998,"5,301.10","5,301.10","5,301.10","5,301.10",0.72%
13/01/1998,"5,263.10","5,263.10","5,263.10","5,263.10",1.25%
12/01/1998,"5,198.10","5,198.10","5,198.10","5,198.10",0.85%
09/01/1998,"5,154.40","5,154.40","5,154.40","5,154.40",-2.82%
08/01/1998,"5,304.20","5,304.20","5,304.20","5,304.20",-0.90%
07/01/1998,"5,352.20","5,352.20","5,352.20","5,352.20",-0.23%
06/01/1998,"5,364.40","5,364.40","5,364.40","5,364.40",-1.06%
05/01/1998,"5,421.90","5,421.90","5,421.90","5,421.90",0.12%
02/01/1998,"5,415.30","5,415.30","5,415.30","5,415.30",0.19%
31/12/1997,"5,405.20","5,405.20","5,405.20","5,405.20",0.18%
30/12/1997,"5,395.60","5,395.60","5,395.60","5,395.60",1.75%
29/12/1997,"5,302.60","5,302.60","5,302.60","5,302.60",1.60%
26/12/1997,"5,219.20","5,219.20","5,219.20","5,219.20",0.26%
24/12/1997,"5,205.70","5,205.70","5,205.70","5,205.70",-0.51%
23/12/1997,"5,232.40","5,232.40","5,232.40","5,232.40",-1.12%
22/12/1997,"5,291.90","5,291.90","5,291.90","5,291.90",0.62%
19/12/1997,"5,259.30","5,259.30","5,259.30","5,259.30",-0.86%
18/12/1997,"5,304.70","5,304.70","5,304.70","5,304.70",-0.97%
17/12/1997,"5,356.60","5,356.60","5,356.60","5,356.60",-0.03%
16/12/1997,"5,358.20","5,358.20","5,358.20","5,358.20",0.52%
15/12/1997,"5,330.40","5,330.40","5,330.40","5,330.40",0.82%
12/12/1997,"5,286.90","5,286.90","5,286.90","5,286.90",-0.08%
11/12/1997,"5,291.30","5,291.30","5,291.30","5,291.30",-1.43%
10/12/1997,"5,368.30","5,368.30","5,368.30","5,368.30",-0.62%
09/12/1997,"5,401.70","5,401.70","5,401.70","5,401.70",-0.50%
08/12/1997,"5,429.00","5,429.00","5,429.00","5,429.00",-0.17%
05/12/1997,"5,438.20","5,438.20","5,438.20","5,438.20",0.96%
04/12/1997,"5,386.70","5,386.70","5,386.70","5,386.70",-0.14%
03/12/1997,"5,394.20","5,394.20","5,394.20","5,394.20",0.50%
02/12/1997,"5,367.60","5,367.60","5,367.60","5,367.60",-0.02%
01/12/1997,"5,368.60","5,368.60","5,368.60","5,368.60",1.73%
28/11/1997,"5,277.40","5,277.40","5,277.40","5,277.40",0.36%
26/11/1997,"5,258.40","5,258.40","5,258.40","5,258.40",0.07%
25/11/1997,"5,254.90","5,254.90","5,254.90","5,254.90",0.37%
24/11/1997,"5,235.50","5,235.50","5,235.50","5,235.50",-1.53%
21/11/1997,"5,317.00","5,317.00","5,317.00","5,317.00",0.46%
20/11/1997,"5,292.60","5,292.60","5,292.60","5,292.60",1.34%
19/11/1997,"5,222.40","5,222.40","5,222.40","5,222.40",0.55%
18/11/1997,"5,193.60","5,193.60","5,193.60","5,193.60",-0.75%
17/11/1997,"5,232.70","5,232.70","5,232.70","5,232.70",1.81%
14/11/1997,"5,139.50","5,139.50","5,139.50","5,139.50",1.12%
13/11/1997,"5,082.70","5,082.70","5,082.70","5,082.70",0.79%
12/11/1997,"5,042.90","5,042.90","5,042.90","5,042.90",-1.80%
11/11/1997,"5,135.20","5,135.20","5,135.20","5,135.20",0.16%
10/11/1997,"5,126.90","5,126.90","5,126.90","5,126.90",-0.50%
07/11/1997,"5,152.50","5,152.50","5,152.50","5,152.50",-1.31%
06/11/1997,"5,220.80","5,220.80","5,220.80","5,220.80",-0.41%
05/11/1997,"5,242.10","5,242.10","5,242.10","5,242.10",0.34%
04/11/1997,"5,224.10","5,224.10","5,224.10","5,224.10",0.29%
03/11/1997,"5,208.90","5,208.90","5,208.90","5,208.90",2.39%
31/10/1997,"5,087.40","5,087.40","5,087.40","5,087.40",1.12%
30/10/1997,"5,031.30","5,031.30","5,031.30","5,031.30",-1.47%
29/10/1997,"5,106.40","5,106.40","5,106.40","5,106.40",0.06%
28/10/1997,"5,103.50","5,103.50","5,103.50","5,103.50",4.20%
27/10/1997,"4,897.90","4,897.90","4,897.90","4,897.90",-6.56%
24/10/1997,"5,242.00","5,242.00","5,242.00","5,242.00",-0.75%
23/10/1997,"5,281.50","5,281.50","5,281.50","5,281.50",-1.83%
22/10/1997,"5,379.90","5,379.90","5,379.90","5,379.90",-0.27%
21/10/1997,"5,394.60","5,394.60","5,394.60","5,394.60",1.58%
20/10/1997,"5,310.80","5,310.80","5,310.80","5,310.80",1.15%
17/10/1997,"5,250.60","5,250.60","5,250.60","5,250.60",-1.14%
16/10/1997,"5,311.20","5,311.20","5,311.20","5,311.20",-0.90%
15/10/1997,"5,359.70","5,359.70","5,359.70","5,359.70",-0.33%
14/10/1997,"5,377.50","5,377.50","5,377.50","5,377.50",0.23%
13/10/1997,"5,365.10","5,365.10","5,365.10","5,365.10",0.11%
10/10/1997,"5,359.30","5,359.30","5,359.30","5,359.30",-0.26%
09/10/1997,"5,373.10","5,373.10","5,373.10","5,373.10",-0.28%
08/10/1997,"5,388.10","5,388.10","5,388.10","5,388.10",-0.90%
07/10/1997,"5,437.10","5,437.10","5,437.10","5,437.10",0.89%
06/10/1997,"5,389.40","5,389.40","5,389.40","5,389.40",0.79%
03/10/1997,"5,347.00","5,347.00","5,347.00","5,347.00",0.45%
02/10/1997,"5,323.10","5,323.10","5,323.10","5,323.10",0.47%
01/10/1997,"5,298.30","5,298.30","5,298.30","5,298.30",0.77%
30/09/1997,"5,257.60","5,257.60","5,257.60","5,257.60",-0.35%
29/09/1997,"5,276.10","5,276.10","5,276.10","5,276.10",0.76%
26/09/1997,"5,236.10","5,236.10","5,236.10","5,236.10",0.75%
25/09/1997,"5,197.20","5,197.20","5,197.20","5,197.20",-0.56%
24/09/1997,"5,226.30","5,226.30","5,226.30","5,226.30",-0.54%
23/09/1997,"5,254.60","5,254.60","5,254.60","5,254.60",-0.44%
22/09/1997,"5,278.00","5,278.00","5,278.00","5,278.00",0.52%
19/09/1997,"5,250.50","5,250.50","5,250.50","5,250.50",0.23%
18/09/1997,"5,238.30","5,238.30","5,238.30","5,238.30",0.44%
17/09/1997,"5,215.10","5,215.10","5,215.10","5,215.10",-0.10%
16/09/1997,"5,220.10","5,220.10","5,220.10","5,220.10",2.30%
15/09/1997,"5,102.90","5,102.90","5,102.90","5,102.90",-0.14%
12/09/1997,"5,110.30","5,110.30","5,110.30","5,110.30",1.31%
11/09/1997,"5,044.30","5,044.30","5,044.30","5,044.30",-0.74%
10/09/1997,"5,082.10","5,082.10","5,082.10","5,082.10",-1.24%
09/09/1997,"5,146.10","5,146.10","5,146.10","5,146.10",0.19%
08/09/1997,"5,136.50","5,136.50","5,136.50","5,136.50",0.24%
05/09/1997,"5,124.40","5,124.40","5,124.40","5,124.40",-0.10%
04/09/1997,"5,129.40","5,129.40","5,129.40","5,129.40",0.29%
03/09/1997,"5,114.60","5,114.60","5,114.60","5,114.60",0.17%
02/09/1997,"5,106.10","5,106.10","5,106.10","5,106.10",2.64%
29/08/1997,"4,974.70","4,974.70","4,974.70","4,974.70",-0.40%
28/08/1997,"4,994.60","4,994.60","4,994.60","4,994.60",-0.77%
27/08/1997,"5,033.60","5,033.60","5,033.60","5,033.60",0.15%
26/08/1997,"5,026.30","5,026.30","5,026.30","5,026.30",-0.56%
25/08/1997,"5,054.60","5,054.60","5,054.60","5,054.60",-0.19%
22/08/1997,"5,064.10","5,064.10","5,064.10","5,064.10",-0.17%
21/08/1997,"5,072.90","5,072.90","5,072.90","5,072.90",-1.22%
20/08/1997,"5,135.70","5,135.70","5,135.70","5,135.70",1.29%
19/08/1997,"5,070.50","5,070.50","5,070.50","5,070.50",1.26%
18/08/1997,"5,007.20","5,007.20","5,007.20","5,007.20",0.95%
15/08/1997,"4,960.10","4,960.10","4,960.10","4,960.10",-2.20%
14/08/1997,"5,071.80","5,071.80","5,071.80","5,071.80",0.26%
13/08/1997,"5,058.70","5,058.70","5,058.70","5,058.70",-0.49%
12/08/1997,"5,083.40","5,083.40","5,083.40","5,083.40",-0.92%
11/08/1997,"5,130.50","5,130.50","5,130.50","5,130.50",0.29%
08/08/1997,"5,115.50","5,115.50","5,115.50","5,115.50",-1.79%
07/08/1997,"5,208.80","5,208.80","5,208.80","5,208.80",-0.88%
06/08/1997,"5,255.10","5,255.10","5,255.10","5,255.10",0.82%
05/08/1997,"5,212.40","5,212.40","5,212.40","5,212.40",0.21%
04/08/1997,"5,201.50","5,201.50","5,201.50","5,201.50",0.19%
01/08/1997,"5,191.50","5,191.50","5,191.50","5,191.50",-0.71%
31/07/1997,"5,228.70","5,228.70","5,228.70","5,228.70",0.19%
30/07/1997,"5,218.90","5,218.90","5,218.90","5,218.90",1.05%
29/07/1997,"5,164.50","5,164.50","5,164.50","5,164.50",0.51%
28/07/1997,"5,138.10","5,138.10","5,138.10","5,138.10",-0.18%
25/07/1997,"5,147.30","5,147.30","5,147.30","5,147.30",-0.10%
24/07/1997,"5,152.70","5,152.70","5,152.70","5,152.70",0.37%
23/07/1997,"5,133.60","5,133.60","5,133.60","5,133.60",0.33%
22/07/1997,"5,116.50","5,116.50","5,116.50","5,116.50",1.98%
21/07/1997,"5,017.20","5,017.20","5,017.20","5,017.20",-0.31%
18/07/1997,"5,032.80","5,032.80","5,032.80","5,032.80",-1.45%
17/07/1997,"5,106.70","5,106.70","5,106.70","5,106.70",-0.47%
16/07/1997,"5,130.80","5,130.80","5,130.80","5,130.80",0.88%
15/07/1997,"5,085.90","5,085.90","5,085.90","5,085.90",0.60%
14/07/1997,"5,055.40","5,055.40","5,055.40","5,055.40",0.00%
11/07/1997,"5,055.50","5,055.50","5,055.50","5,055.50",0.39%
10/07/1997,"5,035.90","5,035.90","5,035.90","5,035.90",0.68%
09/07/1997,"5,001.70","5,001.70","5,001.70","5,001.70",-1.14%
08/07/1997,"5,059.40","5,059.40","5,059.40","5,059.40",0.62%
07/07/1997,"5,028.30","5,028.30","5,028.30","5,028.30",-0.45%
03/07/1997,"5,050.90","5,050.90","5,050.90","5,050.90",1.27%
02/07/1997,"4,987.70","4,987.70","4,987.70","4,987.70",1.22%
01/07/1997,"4,927.50","4,927.50","4,927.50","4,927.50",0.77%
30/06/1997,"4,889.70","4,889.70","4,889.70","4,889.70",-0.19%
27/06/1997,"4,898.80","4,898.80","4,898.80","4,898.80",0.51%
26/06/1997,"4,873.80","4,873.80","4,873.80","4,873.80",-0.42%
25/06/1997,"4,894.60","4,894.60","4,894.60","4,894.60",-0.70%
24/06/1997,"4,929.20","4,929.20","4,929.20","4,929.20",1.68%
23/06/1997,"4,847.90","4,847.90","4,847.90","4,847.90",-2.00%
20/06/1997,"4,946.80","4,946.80","4,946.80","4,946.80",0.02%
19/06/1997,"4,946.00","4,946.00","4,946.00","4,946.00",0.94%
18/06/1997,"4,900.00","4,900.00","4,900.00","4,900.00",-0.36%
17/06/1997,"4,917.70","4,917.70","4,917.70","4,917.70",0.02%
16/06/1997,"4,916.90","4,916.90","4,916.90","4,916.90",-0.03%
13/06/1997,"4,918.60","4,918.60","4,918.60","4,918.60",0.98%
12/06/1997,"4,870.70","4,870.70","4,870.70","4,870.70",1.57%
11/06/1997,"4,795.20","4,795.20","4,795.20","4,795.20",0.39%
10/06/1997,"4,776.80","4,776.80","4,776.80","4,776.80",0.35%
09/06/1997,"4,760.00","4,760.00","4,760.00","4,760.00",0.46%
06/06/1997,"4,738.40","4,738.40","4,738.40","4,738.40",1.47%
05/06/1997,"4,669.80","4,669.80","4,669.80","4,669.80",0.33%
04/06/1997,"4,654.30","4,654.30","4,654.30","4,654.30",-0.49%
03/06/1997,"4,677.40","4,677.40","4,677.40","4,677.40",0.19%
02/06/1997,"4,668.70","4,668.70","4,668.70","4,668.70",-0.06%
30/05/1997,"4,671.30","4,671.30","4,671.30","4,671.30",0.67%
29/05/1997,"4,640.40","4,640.40","4,640.40","4,640.40",-0.18%
28/05/1997,"4,648.90","4,648.90","4,648.90","4,648.90",-0.23%
27/05/1997,"4,659.50","4,659.50","4,659.50","4,659.50",0.09%
23/05/1997,"4,655.40","4,655.40","4,655.40","4,655.40",1.29%
22/05/1997,"4,596.00","4,596.00","4,596.00","4,596.00",-0.36%
21/05/1997,"4,612.40","4,612.40","4,612.40","4,612.40",-0.22%
20/05/1997,"4,622.80","4,622.80","4,622.80","4,622.80",0.70%
19/05/1997,"4,590.50","4,590.50","4,590.50","4,590.50",0.39%
16/05/1997,"4,572.50","4,572.50","4,572.50","4,572.50",-1.19%
15/05/1997,"4,627.60","4,627.60","4,627.60","4,627.60",0.47%
14/05/1997,"4,605.90","4,605.90","4,605.90","4,605.90",0.37%
13/05/1997,"4,588.70","4,588.70","4,588.70","4,588.70",-0.37%
12/05/1997,"4,605.60","4,605.60","4,605.60","4,605.60",1.48%
09/05/1997,"4,538.60","4,538.60","4,538.60","4,538.60",0.55%
08/05/1997,"4,513.90","4,513.90","4,513.90","4,513.90",0.46%
07/05/1997,"4,493.30","4,493.30","4,493.30","4,493.30",-1.35%
06/05/1997,"4,554.90","4,554.90","4,554.90","4,554.90",-0.15%
05/05/1997,"4,561.80","4,561.80","4,561.80","4,561.80",2.00%
02/05/1997,"4,472.40","4,472.40","4,472.40","4,472.40",1.75%
01/05/1997,"4,395.60","4,395.60","4,395.60","4,395.60",-0.29%
30/04/1997,"4,408.60","4,408.60","4,408.60","4,408.60",0.80%
29/04/1997,"4,373.50","4,373.50","4,373.50","4,373.50",2.46%
28/04/1997,"4,268.50","4,268.50","4,268.50","4,268.50",0.83%
25/04/1997,"4,233.50","4,233.50","4,233.50","4,233.50",-0.80%
24/04/1997,"4,267.80","4,267.80","4,267.80","4,267.80",-0.27%
23/04/1997,"4,279.30","4,279.30","4,279.30","4,279.30",-0.28%
22/04/1997,"4,291.20","4,291.20","4,291.20","4,291.20",1.61%
21/04/1997,"4,223.10","4,223.10","4,223.10","4,223.10",-0.81%
18/04/1997,"4,257.40","4,257.40","4,257.40","4,257.40",0.50%
17/04/1997,"4,236.40","4,236.40","4,236.40","4,236.40",-0.27%
16/04/1997,"4,248.00","4,248.00","4,248.00","4,248.00",1.04%
15/04/1997,"4,204.30","4,204.30","4,204.30","4,204.30",1.57%
14/04/1997,"4,139.50","4,139.50","4,139.50","4,139.50",0.52%
11/04/1997,"4,118.10","4,118.10","4,118.10","4,118.10",-2.48%
10/04/1997,"4,222.70","4,222.70","4,222.70","4,222.70",-0.23%
09/04/1997,"4,232.60","4,232.60","4,232.60","4,232.60",-0.50%
08/04/1997,"4,253.90","4,253.90","4,253.90","4,253.90",0.41%
07/04/1997,"4,236.70","4,236.70","4,236.70","4,236.70",0.67%
04/04/1997,"4,208.60","4,208.60","4,208.60","4,208.60",0.92%
03/04/1997,"4,170.30","4,170.30","4,170.30","4,170.30",-0.24%
02/04/1997,"4,180.50","4,180.50","4,180.50","4,180.50",-1.11%
01/04/1997,"4,227.40","4,227.40","4,227.40","4,227.40",0.31%
31/03/1997,"4,214.20","4,214.20","4,214.20","4,214.20",-2.18%
27/03/1997,"4,308.10","4,308.10","4,308.10","4,308.10",-1.91%
26/03/1997,"4,392.00","4,392.00","4,392.00","4,392.00",-0.01%
25/03/1997,"4,392.40","4,392.40","4,392.40","4,392.40",-0.14%
24/03/1997,"4,398.70","4,398.70","4,398.70","4,398.70",0.78%
21/03/1997,"4,364.80","4,364.80","4,364.80","4,364.80",0.25%
20/03/1997,"4,354.10","4,354.10","4,354.10","4,354.10",-0.44%
19/03/1997,"4,373.20","4,373.20","4,373.20","4,373.20",-0.43%
18/03/1997,"4,392.30","4,392.30","4,392.30","4,392.30",-0.71%
17/03/1997,"4,423.70","4,423.70","4,423.70","4,423.70",0.16%
14/03/1997,"4,416.60","4,416.60","4,416.60","4,416.60",0.44%
13/03/1997,"4,397.30","4,397.30","4,397.30","4,397.30",-1.81%
12/03/1997,"4,478.40","4,478.40","4,478.40","4,478.40",-0.82%
11/03/1997,"4,515.60","4,515.60","4,515.60","4,515.60",-0.15%
10/03/1997,"4,522.40","4,522.40","4,522.40","4,522.40",0.91%
07/03/1997,"4,481.50","4,481.50","4,481.50","4,481.50",0.86%
06/03/1997,"4,443.50","4,443.50","4,443.50","4,443.50",-0.10%
05/03/1997,"4,448.10","4,448.10","4,448.10","4,448.10",1.20%
04/03/1997,"4,395.30","4,395.30","4,395.30","4,395.30",-0.40%
03/03/1997,"4,412.80","4,412.80","4,412.80","4,412.80",0.44%
28/02/1997,"4,393.50","4,393.50","4,393.50","4,393.50",-0.57%
27/02/1997,"4,418.70","4,418.70","4,418.70","4,418.70",-1.01%
26/02/1997,"4,463.60","4,463.60","4,463.60","4,463.60",-0.80%
25/02/1997,"4,499.40","4,499.40","4,499.40","4,499.40",0.25%
24/02/1997,"4,488.30","4,488.30","4,488.30","4,488.30",0.82%
21/02/1997,"4,451.60","4,451.60","4,451.60","4,451.60",-0.02%
20/02/1997,"4,452.50","4,452.50","4,452.50","4,452.50",-1.05%
19/02/1997,"4,499.90","4,499.90","4,499.90","4,499.90",-0.35%
18/02/1997,"4,515.70","4,515.70","4,515.70","4,515.70",0.85%
14/02/1997,"4,477.80","4,477.80","4,477.80","4,477.80",-0.22%
13/02/1997,"4,487.70","4,487.70","4,487.70","4,487.70",1.08%
12/02/1997,"4,439.70","4,439.70","4,439.70","4,439.70",1.40%
11/02/1997,"4,378.50","4,378.50","4,378.50","4,378.50",0.42%
10/02/1997,"4,360.10","4,360.10","4,360.10","4,360.10",-0.35%
07/02/1997,"4,375.40","4,375.40","4,375.40","4,375.40",0.95%
06/02/1997,"4,334.10","4,334.10","4,334.10","4,334.10",0.28%
05/02/1997,"4,321.90","4,321.90","4,321.90","4,321.90",-1.11%
04/02/1997,"4,370.60","4,370.60","4,370.60","4,370.60",0.21%
03/02/1997,"4,361.40","4,361.40","4,361.40","4,361.40",0.12%
31/01/1997,"4,356.20","4,356.20","4,356.20","4,356.20",0.19%
30/01/1997,"4,347.90","4,347.90","4,347.90","4,347.90",1.26%
29/01/1997,"4,293.90","4,293.90","4,293.90","4,293.90",0.80%
28/01/1997,"4,259.70","4,259.70","4,259.70","4,259.70",0.02%
27/01/1997,"4,258.90","4,258.90","4,258.90","4,258.90",-0.67%
24/01/1997,"4,287.80","4,287.80","4,287.80","4,287.80",-0.89%
23/01/1997,"4,326.20","4,326.20","4,326.20","4,326.20",-0.88%
22/01/1997,"4,364.80","4,364.80","4,364.80","4,364.80",0.30%
21/01/1997,"4,351.80","4,351.80","4,351.80","4,351.80",0.55%
20/01/1997,"4,327.90","4,327.90","4,327.90","4,327.90",0.00%
17/01/1997,"4,327.90","4,327.90","4,327.90","4,327.90",0.78%
16/01/1997,"4,294.20","4,294.20","4,294.20","4,294.20",0.27%
15/01/1997,"4,282.80","4,282.80","4,282.80","4,282.80",-0.01%
14/01/1997,"4,283.10","4,283.10","4,283.10","4,283.10",1.09%
13/01/1997,"4,237.00","4,237.00","4,237.00","4,237.00",-0.01%
10/01/1997,"4,237.50","4,237.50","4,237.50","4,237.50",0.55%
09/01/1997,"4,214.50","4,214.50","4,214.50","4,214.50",0.84%
08/01/1997,"4,179.30","4,179.30","4,179.30","4,179.30",-0.41%
07/01/1997,"4,196.70","4,196.70","4,196.70","4,196.70",0.66%
06/01/1997,"4,169.00","4,169.00","4,169.00","4,169.00",0.06%
03/01/1997,"4,166.70","4,166.70","4,166.70","4,166.70",1.16%
02/01/1997,"4,118.80","4,118.80","4,118.80","4,118.80",-0.71%
31/12/1996,"4,148.10","4,148.10","4,148.10","4,148.10",-1.29%
30/12/1996,"4,202.20","4,202.20","4,202.20","4,202.20",-0.17%
27/12/1996,"4,209.40","4,209.40","4,209.40","4,209.40",0.26%
26/12/1996,"4,198.50","4,198.50","4,198.50","4,198.50",0.52%
24/12/1996,"4,176.60","4,176.60","4,176.60","4,176.60",0.44%
23/12/1996,"4,158.50","4,158.50","4,158.50","4,158.50",-0.21%
20/12/1996,"4,167.20","4,167.20","4,167.20","4,167.20",0.50%
19/12/1996,"4,146.60","4,146.60","4,146.60","4,146.60",1.81%
18/12/1996,"4,072.70","4,072.70","4,072.70","4,072.70",0.63%
17/12/1996,"4,047.30","4,047.30","4,047.30","4,047.30",0.50%
16/12/1996,"4,027.00","4,027.00","4,027.00","4,027.00",-0.84%
13/12/1996,"4,061.10","4,061.10","4,061.10","4,061.10",-0.06%
12/12/1996,"4,063.40","4,063.40","4,063.40","4,063.40",-1.35%
11/12/1996,"4,118.90","4,118.90","4,118.90","4,118.90",-1.11%
10/12/1996,"4,165.00","4,165.00","4,165.00","4,165.00",-0.20%
09/12/1996,"4,173.40","4,173.40","4,173.40","4,173.40",1.17%
06/12/1996,"4,125.30","4,125.30","4,125.30","4,125.30",-0.66%
05/12/1996,"4,152.80","4,152.80","4,152.80","4,152.80",-0.12%
04/12/1996,"4,157.90","4,157.90","4,157.90","4,157.90",-0.41%
03/12/1996,"4,175.00","4,175.00","4,175.00","4,175.00",-0.83%
02/12/1996,"4,209.80","4,209.80","4,209.80","4,209.80",-0.07%
29/11/1996,"4,212.90","4,212.90","4,212.90","4,212.90",0.24%
27/11/1996,"4,202.90","4,202.90","4,202.90","4,202.90",-0.12%
26/11/1996,"4,208.10","4,208.10","4,208.10","4,208.10",-0.22%
25/11/1996,"4,217.40","4,217.40","4,217.40","4,217.40",1.06%
22/11/1996,"4,173.00","4,173.00","4,173.00","4,173.00",0.61%
