Date,Price,Open,High,Low,Change
19/01/2010,"7,443.70","7,356.80","7,443.70","7,352.50",1.18%
15/01/2010,"7,356.80","7,448.50","7,448.50","7,326.50",-1.23%
14/01/2010,"7,448.50","7,430.10","7,458.20","7,417.90",0.25%
13/01/2010,"7,430.10","7,370.50","7,441.20","7,349.40",0.81%
12/01/2010,"7,370.40","7,449.10","7,449.10","7,340.90",-1.06%
11/01/2010,"7,449.10","7,425.60","7,471.30","7,419.60",0.32%
08/01/2010,"7,425.40","7,393.90","7,426.40","7,367.80",0.43%
07/01/2010,"7,393.90","7,377.70","7,398.20","7,325.50",0.22%
06/01/2010,"7,377.70","7,354.90","7,389.30","7,342.50",0.31%
05/01/2010,"7,354.90","7,326.70","7,359.50","7,313.60",0.38%
04/01/2010,"7,326.70","7,185.00","7,331.10","7,185.00",1.97%
31/12/2009,"7,185.00","7,241.20","7,258.80","7,183.80",-0.78%
30/12/2009,"7,241.20","7,252.20","7,252.20","7,209.40",-0.15%
29/12/2009,"7,252.20","7,261.30","7,288.20","7,250.50",-0.12%
28/12/2009,"7,261.20","7,255.00","7,283.00","7,240.20",0.09%
24/12/2009,"7,255.00","7,217.10","7,256.90","7,217.10",0.52%
23/12/2009,"7,217.20","7,184.20","7,226.70","7,184.20",0.46%
22/12/2009,"7,184.20","7,147.20","7,192.40","7,147.20",0.52%
21/12/2009,"7,147.10","7,086.10","7,171.60","7,086.10",0.86%
18/12/2009,"7,086.20","7,063.90","7,106.80","7,029.20",0.32%
17/12/2009,"7,063.80","7,180.80","7,180.80","7,056.80",-1.63%
16/12/2009,"7,180.80","7,141.40","7,221.70","7,141.40",0.55%
15/12/2009,"7,141.40","7,186.50","7,186.50","7,125.50",-0.63%
14/12/2009,"7,186.50","7,125.40","7,190.50","7,125.40",0.86%
11/12/2009,"7,125.10","7,104.50","7,139.20","7,092.70",0.29%
10/12/2009,"7,104.50","7,067.60","7,129.60","7,067.60",0.52%
09/12/2009,"7,067.60","7,056.50","7,074.60","7,002.50",0.16%
08/12/2009,"7,056.30","7,155.70","7,155.70","7,037.60",-1.39%
07/12/2009,"7,155.70","7,182.70","7,210.00","7,144.70",-0.38%
04/12/2009,"7,182.70","7,157.10","7,285.70","7,124.90",0.36%
03/12/2009,"7,157.10","7,222.70","7,278.40","7,150.50",-0.90%
02/12/2009,"7,222.40","7,212.10","7,264.80","7,197.10",0.14%
01/12/2009,"7,212.10","7,092.40","7,234.40","7,092.40",1.69%
30/11/2009,"7,092.40","7,070.10","7,109.70","7,030.70",0.32%
27/11/2009,"7,070.10","7,232.10","7,232.10","7,009.40",-2.24%
25/11/2009,"7,232.10","7,170.30","7,234.70","7,170.30",0.86%
24/11/2009,"7,170.30","7,186.30","7,186.30","7,121.10",-0.22%
23/11/2009,"7,186.30","7,084.50","7,242.50","7,084.50",1.44%
20/11/2009,"7,084.50","7,117.60","7,117.60","7,048.50",-0.47%
19/11/2009,"7,117.60","7,226.70","7,226.70","7,066.90",-1.51%
18/11/2009,"7,226.70","7,234.10","7,249.80","7,189.10",-0.10%
17/11/2009,"7,234.10","7,237.10","7,237.10","7,171.30",-0.04%
16/11/2009,"7,237.10","7,119.90","7,266.50","7,119.90",1.65%
13/11/2009,"7,119.90","7,063.10","7,148.50","7,054.40",0.80%
12/11/2009,"7,063.10","7,155.40","7,170.00","7,047.30",-1.29%
11/11/2009,"7,155.40","7,126.40","7,211.80","7,126.40",0.41%
10/11/2009,"7,126.40","7,135.30","7,146.80","7,080.60",-0.12%
09/11/2009,"7,135.30","6,958.30","7,135.40","6,958.30",2.54%
06/11/2009,"6,958.30","6,950.10","6,978.20","6,894.20",0.12%
05/11/2009,"6,950.10","6,830.40","6,950.20","6,830.40",1.75%
04/11/2009,"6,830.40","6,812.70","6,924.20","6,812.70",0.26%
03/11/2009,"6,812.70","6,784.80","6,817.50","6,704.70",0.41%
02/11/2009,"6,784.90","6,739.50","6,857.90","6,692.90",0.68%
30/10/2009,"6,739.40","6,955.30","6,955.30","6,714.80",-3.10%
29/10/2009,"6,955.30","6,765.70","6,963.70","6,765.70",2.80%
28/10/2009,"6,765.70","6,932.00","6,932.00","6,760.50",-2.40%
27/10/2009,"6,932.00","6,960.10","6,999.70","6,919.90",-0.40%
26/10/2009,"6,960.10","7,066.80","7,147.90","6,947.70",-1.51%
23/10/2009,"7,066.80","7,182.90","7,182.90","7,038.90",-1.62%
22/10/2009,"7,182.90","7,107.20","7,196.10","7,051.20",1.07%
21/10/2009,"7,107.20","7,157.90","7,233.60","7,104.60",-0.71%
20/10/2009,"7,158.30","7,222.20","7,222.60","7,123.10",-0.88%
19/10/2009,"7,222.20","7,134.00","7,241.40","7,134.00",1.24%
16/10/2009,"7,134.00","7,204.10","7,204.10","7,091.80",-0.97%
15/10/2009,"7,204.10","7,182.40","7,204.10","7,142.00",0.30%
14/10/2009,"7,182.40","7,031.90","7,187.90","7,031.90",2.14%
13/10/2009,"7,031.90","7,051.20","7,051.20","6,981.60",-0.27%
12/10/2009,"7,051.20","7,015.60","7,083.60","7,015.60",0.51%
09/10/2009,"7,015.50","6,990.50","7,015.50","6,968.60",0.35%
08/10/2009,"6,990.70","6,912.80","7,020.00","6,912.80",1.13%
07/10/2009,"6,912.60","6,899.70","6,918.10","6,865.50",0.19%
06/10/2009,"6,899.70","6,795.10","6,938.70","6,795.10",1.54%
05/10/2009,"6,795.10","6,674.60","6,808.10","6,674.60",1.81%
02/10/2009,"6,674.60","6,718.00","6,718.00","6,634.00",-0.65%
01/10/2009,"6,718.10","6,910.90","6,910.90","6,715.80",-2.79%
30/09/2009,"6,910.90","6,926.80","6,956.90","6,841.60",-0.23%
29/09/2009,"6,926.80","6,939.80","6,970.70","6,904.30",-0.19%
28/09/2009,"6,939.80","6,823.50","6,953.00","6,823.50",1.70%
25/09/2009,"6,823.50","6,862.30","6,882.10","6,798.30",-0.57%
24/09/2009,"6,862.30","6,964.70","6,997.20","6,828.00",-1.47%
23/09/2009,"6,964.70","7,046.90","7,092.70","6,963.10",-1.17%
22/09/2009,"7,047.10","6,968.60","7,057.20","6,968.60",1.13%
21/09/2009,"6,968.60","7,016.90","7,016.90","6,916.20",-0.69%
18/09/2009,"7,016.90","7,002.20","7,041.00","6,991.40",0.21%
17/09/2009,"7,002.20","7,038.10","7,073.00","6,972.90",-0.51%
16/09/2009,"7,038.10","6,917.10","7,038.10","6,917.10",1.75%
15/09/2009,"6,917.10","6,880.00","6,935.00","6,839.80",0.54%
14/09/2009,"6,880.00","6,843.80","6,882.90","6,779.90",0.53%
11/09/2009,"6,843.80","6,850.80","6,890.70","6,815.70",-0.10%
10/09/2009,"6,850.80","6,772.40","6,850.80","6,735.60",1.16%
09/09/2009,"6,772.40","6,726.10","6,793.90","6,720.30",0.69%
08/09/2009,"6,726.10","6,637.10","6,737.70","6,637.10",1.34%
04/09/2009,"6,637.10","6,546.60","6,637.70","6,531.10",1.38%
03/09/2009,"6,546.60","6,474.80","6,546.60","6,470.60",1.11%
02/09/2009,"6,474.80","6,487.80","6,507.80","6,448.00",-0.20%
01/09/2009,"6,487.80","6,643.20","6,689.20","6,474.30",-2.34%
31/08/2009,"6,643.20","6,709.00","6,709.00","6,604.10",-0.98%
28/08/2009,"6,709.00","6,722.30","6,775.70","6,673.40",-0.20%
27/08/2009,"6,722.30","6,687.90","6,737.60","6,610.40",0.51%
26/08/2009,"6,687.90","6,697.20","6,710.50","6,640.30",-0.14%
25/08/2009,"6,697.20","6,671.20","6,764.70","6,671.20",0.39%
24/08/2009,"6,671.10","6,676.30","6,743.90","6,652.70",-0.08%
21/08/2009,"6,676.30","6,553.40","6,688.10","6,553.40",1.88%
20/08/2009,"6,553.40","6,479.30","6,563.00","6,479.30",1.14%
19/08/2009,"6,479.30","6,437.10","6,501.80","6,369.20",0.66%
18/08/2009,"6,437.10","6,352.10","6,447.30","6,352.10",1.34%
17/08/2009,"6,352.10","6,537.80","6,537.80","6,338.10",-2.84%
14/08/2009,"6,537.80","6,604.10","6,604.20","6,483.60",-1.00%
13/08/2009,"6,604.10","6,538.90","6,606.10","6,528.70",1.00%
12/08/2009,"6,538.90","6,463.60","6,581.20","6,456.90",1.16%
11/08/2009,"6,463.60","6,550.00","6,550.00","6,448.90",-1.32%
10/08/2009,"6,550.10","6,586.70","6,586.70","6,509.10",-0.56%
07/08/2009,"6,586.70","6,517.70","6,634.20","6,517.70",1.06%
06/08/2009,"6,517.70","6,558.20","6,601.40","6,482.80",-0.62%
05/08/2009,"6,558.20","6,569.10","6,579.10","6,487.10",-0.17%
04/08/2009,"6,569.10","6,565.60","6,587.50","6,507.90",0.05%
03/08/2009,"6,565.60","6,424.30","6,575.50","6,424.30",2.20%
31/07/2009,"6,424.30","6,384.30","6,455.10","6,365.20",0.63%
30/07/2009,"6,384.30","6,280.60","6,434.40","6,280.60",1.65%
29/07/2009,"6,280.60","6,328.70","6,328.70","6,241.60",-0.76%
28/07/2009,"6,328.70","6,364.60","6,364.60","6,259.60",-0.57%
27/07/2009,"6,364.70","6,320.20","6,365.50","6,317.40",0.43%
24/07/2009,"6,337.50","6,302.50","6,339.40","6,254.60",0.56%
23/07/2009,"6,302.50","6,151.40","6,322.70","6,151.40",2.46%
22/07/2009,"6,151.40","6,154.40","6,192.10","6,107.60",-0.05%
21/07/2009,"6,154.40","6,141.30","6,184.50","6,082.40",0.21%
20/07/2009,"6,141.30","6,038.10","6,144.30","6,038.10",1.71%
17/07/2009,"6,038.10","6,043.10","6,054.20","6,000.10",-0.08%
16/07/2009,"6,043.10","5,993.20","6,065.90","5,960.30",0.83%
15/07/2009,"5,993.20","5,805.60","6,003.70","5,805.60",3.23%
14/07/2009,"5,805.60","5,761.40","5,805.60","5,743.10",0.77%
13/07/2009,"5,761.40","5,627.50","5,761.40","5,598.80",2.38%
10/07/2009,"5,627.50","5,667.40","5,667.40","5,583.80",-0.70%
09/07/2009,"5,667.40","5,624.60","5,702.70","5,624.60",0.76%
08/07/2009,"5,624.60","5,654.60","5,684.20","5,552.80",-0.53%
07/07/2009,"5,654.60","5,770.00","5,770.00","5,648.70",-2.00%
06/07/2009,"5,770.00","5,775.20","5,775.20","5,686.20",-0.09%
02/07/2009,"5,775.20","5,954.00","5,954.00","5,775.20",-3.00%
01/07/2009,"5,954.00","5,905.20","6,009.50","5,905.20",0.83%
30/06/2009,"5,905.10","5,962.50","5,975.80","5,862.80",-0.96%
29/06/2009,"5,962.50","5,907.00","5,968.30","5,892.20",0.94%
26/06/2009,"5,907.00","5,910.90","5,928.30","5,865.80",-0.07%
25/06/2009,"5,911.00","5,795.70","5,911.30","5,752.00",1.99%
24/06/2009,"5,795.70","5,759.50","5,872.60","5,759.50",0.63%
23/06/2009,"5,759.50","5,725.10","5,782.00","5,706.20",0.60%
22/06/2009,"5,725.10","5,933.90","5,933.90","5,724.80",-3.52%
19/06/2009,"5,934.20","5,906.20","5,971.90","5,903.60",0.47%
18/06/2009,"5,906.20","5,864.60","5,935.30","5,836.40",0.71%
17/06/2009,"5,864.60","5,886.70","5,914.20","5,808.70",-0.38%
16/06/2009,"5,886.80","5,967.30","6,005.70","5,879.90",-1.35%
15/06/2009,"5,967.30","6,148.60","6,148.60","5,935.80",-2.95%
12/06/2009,"6,148.60","6,162.30","6,162.30","6,086.30",-0.24%
11/06/2009,"6,163.10","6,098.10","6,231.00","6,098.10",1.07%
10/06/2009,"6,098.10","6,101.60","6,167.50","6,025.90",-0.06%
09/06/2009,"6,101.60","6,068.70","6,131.00","6,056.10",0.54%
08/06/2009,"6,068.60","6,082.60","6,109.00","5,983.50",-0.23%
05/06/2009,"6,082.60","6,110.80","6,164.90","6,047.40",-0.46%
04/06/2009,"6,110.80","6,033.70","6,113.80","6,021.40",1.27%
03/06/2009,"6,033.90","6,182.60","6,182.60","5,983.10",-2.41%
02/06/2009,"6,182.90","6,169.10","6,202.20","6,135.30",0.22%
01/06/2009,"6,169.10","6,004.10","6,207.10","6,004.10",2.75%
29/05/2009,"6,004.10","5,917.00","6,008.00","5,917.00",1.47%
28/05/2009,"5,917.10","5,823.90","5,930.40","5,794.40",1.61%
27/05/2009,"5,823.60","5,936.50","5,959.90","5,816.90",-1.90%
26/05/2009,"5,936.60","5,789.60","5,946.10","5,746.60",2.54%
22/05/2009,"5,789.60","5,780.50","5,844.90","5,773.80",0.16%
21/05/2009,"5,780.50","5,869.20","5,869.20","5,727.30",-1.53%
20/05/2009,"5,870.40","5,872.20","6,002.20","5,859.40",-0.03%
19/05/2009,"5,872.20","5,865.90","5,927.40","5,845.60",0.11%
18/05/2009,"5,865.90","5,662.90","5,868.50","5,662.90",3.58%
15/05/2009,"5,662.90","5,733.40","5,760.20","5,631.00",-1.23%
14/05/2009,"5,733.40","5,666.50","5,767.60","5,645.80",1.18%
13/05/2009,"5,666.50","5,858.40","5,858.40","5,657.50",-3.29%
12/05/2009,"5,859.10","5,849.30","5,904.60","5,777.70",0.17%
11/05/2009,"5,849.30","6,000.40","6,000.40","5,846.20",-2.52%
08/05/2009,"6,000.40","5,800.10","6,004.00","5,800.10",3.45%
07/05/2009,"5,800.10","5,890.60","5,965.20","5,763.30",-1.54%
06/05/2009,"5,890.60","5,770.80","5,900.80","5,770.80",2.08%
05/05/2009,"5,770.80","5,800.20","5,800.30","5,726.90",-0.51%
04/05/2009,"5,800.20","5,568.80","5,801.60","5,568.80",4.16%
01/05/2009,"5,568.80","5,513.40","5,588.60","5,492.90",1.00%
30/04/2009,"5,513.40","5,516.10","5,622.20","5,494.20",-0.05%
29/04/2009,"5,516.10","5,369.90","5,565.00","5,369.90",2.72%
28/04/2009,"5,369.90","5,389.80","5,425.50","5,311.40",-0.37%
27/04/2009,"5,389.80","5,468.30","5,468.30","5,369.00",-1.44%
24/04/2009,"5,468.40","5,372.10","5,500.30","5,372.10",1.79%
23/04/2009,"5,372.10","5,290.60","5,376.40","5,271.20",1.54%
22/04/2009,"5,290.60","5,339.60","5,404.70","5,259.60",-0.92%
21/04/2009,"5,339.60","5,220.10","5,341.20","5,177.30",2.29%
20/04/2009,"5,220.10","5,480.60","5,480.60","5,220.10",-4.75%
17/04/2009,"5,480.60","5,454.30","5,516.70","5,424.80",0.48%
16/04/2009,"5,454.30","5,385.00","5,487.10","5,346.70",1.29%
15/04/2009,"5,385.00","5,301.50","5,388.40","5,273.40",1.58%
14/04/2009,"5,301.50","5,410.30","5,410.30","5,297.90",-2.01%
13/04/2009,"5,410.30","5,376.40","5,444.90","5,304.70",0.63%
09/04/2009,"5,376.40","5,176.40","5,377.00","5,176.40",3.86%
08/04/2009,"5,176.40","5,120.90","5,198.20","5,107.90",1.09%
07/04/2009,"5,120.70","5,249.50","5,249.50","5,116.40",-2.45%
06/04/2009,"5,249.50","5,318.70","5,318.70","5,172.80",-1.30%
03/04/2009,"5,318.80","5,267.10","5,318.80","5,213.20",0.98%
02/04/2009,"5,267.10","5,085.80","5,339.90","5,085.80",3.56%
01/04/2009,"5,085.80","4,979.00","5,100.30","4,908.70",2.15%
31/03/2009,"4,979.00","4,899.10","5,055.90","4,899.10",1.63%
30/03/2009,"4,899.10","5,100.60","5,100.60","4,852.00",-3.88%
27/03/2009,"5,096.60","5,230.50","5,230.50","5,083.10",-2.56%
26/03/2009,"5,230.50","5,127.00","5,232.60","5,124.60",2.02%
25/03/2009,"5,127.00","5,064.30","5,199.60","4,987.70",1.24%
24/03/2009,"5,064.30","5,185.80","5,185.90","5,060.60",-2.34%
23/03/2009,"5,185.90","4,832.10","5,187.00","4,832.10",7.32%
20/03/2009,"4,832.10","4,937.20","4,955.10","4,822.80",-2.13%
19/03/2009,"4,937.20","4,975.30","5,039.00","4,928.00",-0.77%
18/03/2009,"4,975.30","4,868.10","5,012.60","4,764.30",2.20%
17/03/2009,"4,868.10","4,728.90","4,868.10","4,690.20",2.94%
16/03/2009,"4,728.90","4,721.10","4,858.90","4,721.10",0.17%
13/03/2009,"4,721.00","4,685.00","4,737.90","4,639.30",0.77%
12/03/2009,"4,685.00","4,505.40","4,697.10","4,458.40",3.99%
11/03/2009,"4,505.40","4,499.60","4,579.90","4,458.00",0.13%
10/03/2009,"4,499.40","4,226.30","4,499.40","4,226.30",6.46%
09/03/2009,"4,226.30","4,284.50","4,321.80","4,203.90",-1.36%
06/03/2009,"4,284.50","4,267.60","4,386.10","4,181.80",0.40%
05/03/2009,"4,267.60","4,464.90","4,464.90","4,234.70",-4.42%
04/03/2009,"4,464.90","4,334.70","4,529.80","4,334.70",3.00%
03/03/2009,"4,334.70","4,361.00","4,428.10","4,297.40",-0.60%
02/03/2009,"4,361.00","4,617.00","4,617.00","4,351.50",-5.54%
27/02/2009,"4,617.00","4,713.00","4,715.10","4,596.90",-2.04%
26/02/2009,"4,713.00","4,753.20","4,859.50","4,699.80",-0.85%
25/02/2009,"4,753.20","4,821.60","4,842.70","4,680.70",-1.42%
24/02/2009,"4,821.70","4,633.80","4,836.30","4,633.80",4.05%
23/02/2009,"4,633.80","4,804.60","4,853.90","4,628.00",-3.55%
20/02/2009,"4,804.50","4,881.20","4,881.20","4,710.70",-1.57%
19/02/2009,"4,881.20","4,924.50","5,004.70","4,866.60",-0.88%
18/02/2009,"4,924.50","4,939.10","4,966.70","4,870.40",-0.30%
17/02/2009,"4,939.10","5,206.80","5,206.80","4,939.10",-5.14%
13/02/2009,"5,206.80","5,256.40","5,285.80","5,195.80",-0.94%
12/02/2009,"5,256.40","5,252.60","5,258.00","5,091.00",0.07%
11/02/2009,"5,252.70","5,214.70","5,288.80","5,181.10",0.73%
10/02/2009,"5,214.70","5,478.90","5,478.90","5,184.70",-4.84%
09/02/2009,"5,479.90","5,475.30","5,524.10","5,440.50",0.08%
06/02/2009,"5,475.30","5,326.00","5,493.90","5,325.50",2.80%
05/02/2009,"5,326.00","5,242.80","5,360.00","5,170.80",1.59%
04/02/2009,"5,242.80","5,268.00","5,360.50","5,221.30",-0.48%
03/02/2009,"5,268.00","5,166.50","5,294.40","5,161.70",1.96%
02/02/2009,"5,166.50","5,195.80","5,195.80","5,091.00",-0.56%
30/01/2009,"5,195.80","5,300.60","5,342.00","5,164.80",-1.98%
29/01/2009,"5,300.90","5,501.50","5,501.50","5,293.40",-3.65%
28/01/2009,"5,501.50","5,315.40","5,528.50","5,315.40",3.50%
27/01/2009,"5,315.40","5,244.60","5,341.30","5,240.90",1.35%
26/01/2009,"5,244.60","5,195.60","5,347.10","5,191.90",0.94%
23/01/2009,"5,195.60","5,170.90","5,233.60","5,023.50",0.46%
22/01/2009,"5,171.70","5,274.00","5,274.00","5,075.00",-1.94%
21/01/2009,"5,274.00","5,058.10","5,280.50","5,043.30",4.27%
20/01/2009,"5,058.10","5,387.50","5,387.50","5,053.20",-6.11%
16/01/2009,"5,387.50","5,347.80","5,448.00","5,254.70",0.74%
15/01/2009,"5,347.80","5,328.70","5,394.30","5,161.50",0.36%
14/01/2009,"5,328.70","5,538.70","5,538.70","5,284.40",-3.79%
13/01/2009,"5,538.80","5,551.00","5,560.40","5,476.30",-0.22%
12/01/2009,"5,551.00","5,702.40","5,702.40","5,515.10",-2.66%
09/01/2009,"5,702.40","5,838.60","5,842.10","5,691.70",-2.31%
08/01/2009,"5,837.10","5,799.10","5,839.50","5,741.90",0.66%
07/01/2009,"5,799.10","5,968.80","5,968.80","5,770.20",-2.84%
06/01/2009,"5,968.80","5,908.40","6,014.00","5,901.50",1.02%
05/01/2009,"5,908.40","5,915.70","5,963.70","5,839.90",-0.12%
02/01/2009,"5,915.70","5,755.80","5,937.00","5,732.70",2.75%
31/12/2008,"5,757.10","5,670.00","5,793.50","5,660.70",1.54%
30/12/2008,"5,670.00","5,534.70","5,670.70","5,534.70",2.45%
29/12/2008,"5,534.60","5,538.20","5,564.80","5,470.90",-0.07%
26/12/2008,"5,538.20","5,487.30","5,541.70","5,487.30",0.93%
24/12/2008,"5,487.30","5,468.30","5,496.10","5,445.00",0.35%
23/12/2008,"5,468.30","5,520.80","5,573.70","5,447.10",-0.95%
22/12/2008,"5,520.80","5,616.10","5,622.60","5,432.60",-1.70%
19/12/2008,"5,616.10","5,617.80","5,713.30","5,581.00",-0.03%
18/12/2008,"5,617.80","5,769.80","5,787.80","5,568.70",-2.63%
17/12/2008,"5,769.80","5,805.00","5,848.10","5,709.30",-0.61%
16/12/2008,"5,805.00","5,497.90","5,812.30","5,497.90",5.59%
15/12/2008,"5,497.90","5,544.00","5,591.10","5,429.60",-0.83%
12/12/2008,"5,544.00","5,504.70","5,565.70","5,379.10",0.71%
11/12/2008,"5,504.70","5,631.20","5,694.00","5,470.20",-2.24%
10/12/2008,"5,631.10","5,522.50","5,676.90","5,522.50",1.97%
09/12/2008,"5,522.50","5,639.70","5,687.40","5,502.50",-2.08%
08/12/2008,"5,639.70","5,401.20","5,689.20","5,401.20",4.42%
05/12/2008,"5,401.20","5,232.30","5,415.50","5,059.80",3.23%
04/12/2008,"5,232.30","5,405.60","5,421.80","5,158.50",-3.21%
03/12/2008,"5,405.60","5,308.70","5,415.90","5,152.30",1.82%
02/12/2008,"5,308.90","5,092.70","5,313.70","5,092.70",4.25%
01/12/2008,"5,092.70","5,599.30","5,599.30","5,086.30",-9.05%
28/11/2008,"5,599.30","5,547.40","5,599.30","5,492.80",0.94%
26/11/2008,"5,547.40","5,375.40","5,547.40","5,257.90",3.20%
25/11/2008,"5,375.40","5,313.80","5,451.30","5,230.00",1.16%
24/11/2008,"5,313.80","4,959.80","5,404.90","4,959.80",7.14%
21/11/2008,"4,959.80","4,651.20","4,966.60","4,607.50",6.63%
20/11/2008,"4,651.20","5,012.00","5,054.90","4,625.60",-7.20%
19/11/2008,"5,012.00","5,365.70","5,379.60","5,009.50",-6.59%
18/11/2008,"5,365.70","5,323.40","5,419.30","5,180.50",0.79%
17/11/2008,"5,323.40","5,452.60","5,510.20","5,314.20",-2.37%
14/11/2008,"5,452.60","5,715.80","5,715.80","5,437.30",-4.60%
13/11/2008,"5,715.80","5,320.70","5,723.30","5,137.00",7.43%
12/11/2008,"5,320.70","5,634.30","5,634.30","5,307.10",-5.57%
11/11/2008,"5,634.30","5,802.10","5,802.10","5,555.20",-2.89%
10/11/2008,"5,802.10","5,872.00","5,993.60","5,732.30",-1.19%
07/11/2008,"5,872.00","5,667.40","5,872.00","5,667.40",3.61%
06/11/2008,"5,667.40","6,012.10","6,012.10","5,640.90",-5.74%
05/11/2008,"6,012.20","6,345.10","6,345.10","5,996.10",-5.25%
04/11/2008,"6,345.10","6,055.00","6,351.60","6,055.00",4.79%
03/11/2008,"6,055.00","6,061.10","6,099.40","6,003.10",-0.10%
31/10/2008,"6,061.10","5,975.00","6,148.50","5,871.60",1.44%
30/10/2008,"5,975.00","5,774.90","6,016.20","5,774.90",3.46%
29/10/2008,"5,774.90","5,733.50","5,998.70","5,692.40",0.72%
28/10/2008,"5,733.40","5,196.50","5,736.00","5,178.20",10.33%
27/10/2008,"5,196.50","5,427.50","5,464.00","5,187.40",-4.26%
24/10/2008,"5,427.50","5,671.90","5,671.90","5,280.90",-4.31%
23/10/2008,"5,671.90","5,630.50","5,768.50","5,379.70",0.74%
22/10/2008,"5,630.50","6,051.40","6,051.40","5,508.80",-6.95%
21/10/2008,"6,051.30","6,287.60","6,287.60","6,040.60",-3.76%
20/10/2008,"6,287.60","5,948.80","6,287.70","5,948.80",5.70%
17/10/2008,"5,948.80","5,970.90","6,219.30","5,792.90",-0.37%
16/10/2008,"5,970.90","5,760.10","5,977.20","5,498.10",3.66%
15/10/2008,"5,760.00","6,380.50","6,380.50","5,740.00",-9.72%
14/10/2008,"6,380.50","6,401.00","6,650.40","6,206.00",-0.32%
13/10/2008,"6,401.00","5,704.10","6,413.10","5,704.10",12.22%
10/10/2008,"5,704.10","5,810.00","5,887.60","5,336.60",-1.82%
09/10/2008,"5,810.00","6,306.40","6,432.50","5,793.40",-7.87%
08/10/2008,"6,306.40","6,388.40","6,503.60","6,166.60",-1.28%
07/10/2008,"6,388.40","6,754.90","6,878.50","6,388.10",-5.43%
06/10/2008,"6,754.90","7,088.90","7,088.90","6,436.10",-4.71%
03/10/2008,"7,088.90","7,155.40","7,417.80","7,073.20",-0.93%
02/10/2008,"7,155.40","7,519.90","7,519.90","7,137.70",-4.85%
01/10/2008,"7,519.90","7,532.80","7,546.80","7,365.00",-0.17%
30/09/2008,"7,532.80","7,204.00","7,541.30","7,204.00",4.56%
29/09/2008,"7,204.00","7,890.40","7,890.40","7,167.80",-8.70%
26/09/2008,"7,890.40","7,927.90","7,927.90","7,752.50",-0.47%
25/09/2008,"7,927.90","7,768.80","7,979.30","7,768.80",2.05%
24/09/2008,"7,768.80","7,785.30","7,829.50","7,733.80",-0.21%
23/09/2008,"7,785.30","7,918.60","7,986.30","7,759.10",-1.68%
22/09/2008,"7,918.60","8,187.10","8,187.10","7,905.30",-3.28%
19/09/2008,"8,187.10","7,775.20","8,201.20","7,775.20",5.30%
18/09/2008,"7,775.20","7,440.40","7,806.40","7,318.80",4.50%
17/09/2008,"7,440.40","7,793.10","7,793.10","7,434.80",-4.53%
16/09/2008,"7,793.10","7,680.10","7,793.10","7,502.20",1.47%
15/09/2008,"7,680.10","8,091.60","8,091.60","7,680.10",-5.09%
12/09/2008,"8,091.80","8,010.90","8,105.10","7,946.50",1.01%
11/09/2008,"8,011.20","7,957.40","8,013.00","7,783.90",0.68%
10/09/2008,"7,957.30","7,871.40","8,023.00","7,868.90",1.10%
09/09/2008,"7,871.10","8,168.60","8,168.60","7,871.10",-3.64%
08/09/2008,"8,168.60","8,033.80","8,241.70","8,033.80",1.68%
05/09/2008,"8,033.80","8,008.20","8,043.40","7,860.90",0.32%
04/09/2008,"8,008.20","8,269.20","8,269.20","7,991.90",-3.16%
03/09/2008,"8,269.20","8,297.00","8,299.40","8,209.00",-0.34%
02/09/2008,"8,297.00","8,382.80","8,434.90","8,263.60",-1.02%
29/08/2008,"8,382.10","8,466.10","8,466.10","8,380.60",-0.99%
28/08/2008,"8,466.10","8,349.80","8,466.10","8,349.80",1.39%
27/08/2008,"8,349.80","8,263.80","8,363.50","8,263.80",1.04%
26/08/2008,"8,263.70","8,228.90","8,285.60","8,213.20",0.42%
25/08/2008,"8,229.00","8,373.50","8,373.50","8,214.10",-1.73%
22/08/2008,"8,373.50","8,314.10","8,388.80","8,314.10",0.71%
21/08/2008,"8,314.10","8,276.70","8,336.60","8,235.80",0.45%
20/08/2008,"8,276.90","8,212.50","8,278.60","8,187.40",0.78%
19/08/2008,"8,212.50","8,281.80","8,281.80","8,180.90",-0.84%
18/08/2008,"8,281.90","8,383.80","8,413.50","8,260.00",-1.21%
15/08/2008,"8,383.70","8,385.90","8,407.30","8,338.80",-0.03%
14/08/2008,"8,386.00","8,375.30","8,412.60","8,303.50",0.13%
13/08/2008,"8,375.40","8,398.70","8,410.70","8,292.70",-0.28%
12/08/2008,"8,398.70","8,492.50","8,492.50","8,372.10",-1.11%
11/08/2008,"8,492.90","8,460.20","8,524.20","8,438.30",0.39%
08/08/2008,"8,460.30","8,338.30","8,467.30","8,280.00",1.46%
07/08/2008,"8,338.40","8,501.70","8,501.70","8,321.00",-1.92%
06/08/2008,"8,501.40","8,471.80","8,513.90","8,418.80",0.35%
05/08/2008,"8,471.90","8,268.70","8,471.90","8,268.70",2.46%
04/08/2008,"8,268.60","8,379.20","8,379.20","8,253.50",-1.32%
01/08/2008,"8,379.10","8,438.70","8,452.00","8,356.40",-0.71%
31/07/2008,"8,438.60","8,565.20","8,565.20","8,429.00",-1.48%
30/07/2008,"8,565.30","8,419.10","8,565.40","8,419.10",1.74%
29/07/2008,"8,419.20","8,260.40","8,419.20","8,260.40",1.92%
28/07/2008,"8,260.20","8,395.50","8,411.80","8,258.10",-1.61%
