Date, Index
27/10/2019,11.41
24/10/2019,11.07
23/10/2019,11.07
22/10/2019,11.32
17/10/2019,10.34
16/10/2019,10.87
15/10/2019,11.58
10/10/2019,12.86
07/10/2019,12.3
06/10/2019,12.24
03/10/2019,14.22
02/10/2019,13.82
26/09/2019,11.65
25/09/2019,12.53
24/09/2019,12.58
23/09/2019,13.19
22/09/2019,12.82
19/09/2019,12.14
18/09/2019,13
16/09/2019,13.85
15/09/2019,13.83
12/09/2019,12.42
11/09/2019,13.21
10/09/2019,14.04
09/09/2019,14.37
08/09/2019,14.57
05/09/2019,14.77
04/09/2019,15.05
03/09/2019,16.24
02/09/2019,15.73
01/09/2019,15.92
29/08/2019,15.14
28/08/2019,17.86
27/08/2019,16.97
26/08/2019,17.14
25/08/2019,19.04
22/08/2019,15.84
21/08/2019,15.41
20/08/2019,16.4
19/08/2019,16.63
18/08/2019,19.21
15/08/2019,19.18
14/08/2019,17.98
13/08/2019,15.04
12/08/2019,15.81
08/08/2019,14.5
07/08/2019,16.34
06/08/2019,15.39
05/08/2019,15.52
04/08/2019,13.55
01/08/2019,12.01
31/07/2019,12.37
30/07/2019,13.01
29/07/2019,13.39
28/07/2019,12.57
25/07/2019,11.56
24/07/2019,10.78
23/07/2019,11.72
22/07/2019,12.96
21/07/2019,14.16
18/07/2019,13.9
17/07/2019,13.54
16/07/2019,11.79
15/07/2019,11
14/07/2019,11
